observation_date,DGORDER_20250101
2003-08-01,173044
2003-09-01,178690
2003-10-01,183704
2003-11-01,181685
2003-12-01,181513
2004-01-01,178696
2004-02-01,181662
2004-03-01,190869
2004-04-01,184368
2004-05-01,183459
2004-06-01,185640
2004-07-01,186835
2004-08-01,183728
2004-09-01,188444
2004-10-01,185187
2004-11-01,192545
2004-12-01,193578
2005-01-01,194875
2005-02-01,196475
2005-03-01,186608
2005-04-01,194847
2005-05-01,206623
2005-06-01,210020
2005-07-01,194475
2005-08-01,204839
2005-09-01,203997
2005-10-01,209901
2005-11-01,220733
2005-12-01,221499
2006-01-01,209540
2006-02-01,219738
2006-03-01,227188
2006-04-01,214625
2006-05-01,215819
2006-06-01,221220
2006-07-01,209494
2006-08-01,210473
2006-09-01,234701
2006-10-01,216952
2006-11-01,224809
2006-12-01,229243
2007-01-01,222969
2007-02-01,220962
2007-03-01,229526
2007-04-01,233420
2007-05-01,228836
2007-06-01,228868
2007-07-01,233176
2007-08-01,235758
2007-09-01,226473
2007-10-01,230700
2007-11-01,227005
2007-12-01,244443
2008-01-01,239389
2008-02-01,235037
2008-03-01,234868
2008-04-01,231086
2008-05-01,227370
2008-06-01,229262
2008-07-01,220411
2008-08-01,214106
2008-09-01,215245
2008-10-01,191912
2008-11-01,181552
2008-12-01,173849
2009-01-01,151085
2009-02-01,148834
2009-03-01,146323
2009-04-01,147467
2009-05-01,149255
2009-06-01,147033
2009-07-01,153691
2009-08-01,157489
2009-09-01,158041
2009-10-01,161097
2009-11-01,160419
2009-12-01,160520
2010-01-01,181016
2010-02-01,180450
2010-03-01,182148
2010-04-01,182948
2010-05-01,189932
2010-06-01,185667
2010-07-01,187506
2010-08-01,191745
2010-09-01,201932
2010-10-01,193066
2010-11-01,197202
2010-12-01,193452
2011-01-01,203636
2011-02-01,196393
2011-03-01,212748
2011-04-01,200733
2011-05-01,207170
2011-06-01,201579
2011-07-01,206458
2011-08-01,216705
2011-09-01,204738
2011-10-01,210799
2011-11-01,215531
2011-12-01,223835
2012-01-01,225940
2012-02-01,226911
2012-03-01,221801
2012-04-01,218681
2012-05-01,219765
2012-06-01,217652
2012-07-01,222748
2012-08-01,199963
2012-09-01,217090
2012-10-01,218522
2012-11-01,217446
2012-12-01,230814
2013-01-01,223067
2013-02-01,234600
2013-03-01,217165
2013-04-01,226738
2013-05-01,236717
2013-06-01,247187
2013-07-01,220366
2013-08-01,224700
2013-09-01,237681
2013-10-01,232113
2013-11-01,243262
2013-12-01,237972
2014-01-01,224410
2014-02-01,231734
2014-03-01,235757
2014-04-01,237607
2014-05-01,234339
2014-06-01,238210
2014-07-01,299869
2014-08-01,236049
2014-09-01,236278
2014-10-01,233042
2014-11-01,227299
2014-12-01,225089
2015-01-01,226500
2015-02-01,217853
2015-03-01,229820
2015-04-01,226217
2015-05-01,217855
2015-06-01,229732
2015-07-01,227727
2015-08-01,222828
2015-09-01,217818
2015-10-01,226413
2015-11-01,222400
2015-12-01,218027
2016-01-01,229203
2016-02-01,217223
2016-03-01,218868
2016-04-01,230281
2016-05-01,222761
2016-06-01,207430
2016-07-01,215715
2016-08-01,218051
2016-09-01,216921
2016-10-01,233645
2016-11-01,215307
2016-12-01,219170
2017-01-01,219738
2017-02-01,221923
2017-03-01,223132
2017-04-01,225070
2017-05-01,222436
2017-06-01,236645
2017-07-01,217820
2017-08-01,222295
2017-09-01,228172
2017-10-01,228049
2017-11-01,229799
2017-12-01,240218
2018-01-01,227080
2018-02-01,235442
2018-03-01,243135
2018-04-01,242184
2018-05-01,241312
2018-06-01,240396
2018-07-01,233263
2018-08-01,243656
2018-09-01,244691
2018-10-01,236072
2018-11-01,232640
2018-12-01,239442
2019-01-01,232853
2019-02-01,227669
2019-03-01,237072
2019-04-01,228770
2019-05-01,220441
2019-06-01,219395
2019-07-01,224705
2019-08-01,226911
2019-09-01,221398
2019-10-01,221854
2019-11-01,213862
2019-12-01,216524
2020-01-01,229093
2020-02-01,236175
2020-03-01,201235
2020-04-01,161041
2020-05-01,180205
2020-06-01,196254
2020-07-01,218792
2020-08-01,223081
2020-09-01,223838
2020-10-01,231044
2020-11-01,231610
2020-12-01,234080
2021-01-01,245054
2021-02-01,246694
2021-03-01,249140
2021-04-01,247400
2021-05-01,248259
2021-06-01,249305
2021-07-01,253770
2021-08-01,260230
2021-09-01,251271
2021-10-01,257877
2021-11-01,263631
2021-12-01,266894
2022-01-01,274707
2022-02-01,271418
2022-03-01,271005
2022-04-01,272987
2022-05-01,271508
2022-06-01,272166
2022-07-01,276260
2022-08-01,276622
2022-09-01,271946
2022-10-01,279629
2022-11-01,273100
2022-12-01,278589
2023-01-01,280844
2023-02-01,274314
2023-03-01,280718
2023-04-01,286759
2023-05-01,287293
2023-06-01,294857
2023-07-01,285827
2023-08-01,285317
2023-09-01,290883
2023-10-01,279021
2023-11-01,300639
2023-12-01,287397
2024-01-01,276538
2024-02-01,279865
2024-03-01,282096
2024-04-01,282737
2024-05-01,282987
2024-06-01,263541
2024-07-01,289419
2024-08-01,286955
2024-09-01,285908
2024-10-01,288134
2024-11-01,285103
