observation_date,RPI_20200501
1996-08-01,9152.051
1996-09-01,9178.729
1996-10-01,9180.669
1996-11-01,9210.611
1996-12-01,9247.150
1997-01-01,9301.336
1997-02-01,9331.370
1997-03-01,9376.250
1997-04-01,9384.101
1997-05-01,9427.274
1997-06-01,9461.469
1997-07-01,9503.694
1997-08-01,9559.803
1997-09-01,9588.741
1997-10-01,9639.340
1997-11-01,9707.944
1997-12-01,9766.745
1998-01-01,9854.038
1998-02-01,9921.725
1998-03-01,9982.682
1998-04-01,10019.790
1998-05-01,10065.956
1998-06-01,10124.417
1998-07-01,10143.124
1998-08-01,10182.172
1998-09-01,10218.250
1998-10-01,10238.215
1998-11-01,10288.061
1998-12-01,10313.403
1999-01-01,10336.984
1999-02-01,10378.712
1999-03-01,10392.244
1999-04-01,10374.573
1999-05-01,10400.076
1999-06-01,10438.054
1999-07-01,10457.086
1999-08-01,10507.628
1999-09-01,10508.036
1999-10-01,10578.269
1999-11-01,10657.501
1999-12-01,10747.926
2000-01-01,10855.813
2000-02-01,10899.897
2000-03-01,10929.236
2000-04-01,10984.370
2000-05-01,11021.996
2000-06-01,11050.319
2000-07-01,11105.581
2000-08-01,11159.103
2000-09-01,11159.329
2000-10-01,11173.664
2000-11-01,11172.874
2000-12-01,11195.938
2001-01-01,11276.396
2001-02-01,11308.803
2001-03-01,11349.539
2001-04-01,11322.690
2001-05-01,11290.341
2001-06-01,11274.818
2001-07-01,11273.766
2001-08-01,11263.875
2001-09-01,11282.010
2001-10-01,11278.262
2001-11-01,11293.592
2001-12-01,11314.301
2002-01-01,11325.709
2002-02-01,11319.255
2002-03-01,11304.440
2002-04-01,11320.618
2002-05-01,11345.334
2002-06-01,11365.350
2002-07-01,11325.366
2002-08-01,11317.208
2002-09-01,11317.786
2002-10-01,11338.134
2002-11-01,11365.197
2002-12-01,11396.951
2003-01-01,11374.851
2003-02-01,11342.881
2003-03-01,11364.418
2003-04-01,11411.466
2003-05-01,11498.265
2003-06-01,11539.200
2003-07-01,11549.941
2003-08-01,11565.037
2003-09-01,11574.945
2003-10-01,11620.297
2003-11-01,11690.647
2003-12-01,11701.031
2004-01-01,11673.666
2004-02-01,11688.277
2004-03-01,11730.978
2004-04-01,11777.237
2004-05-01,11844.274
2004-06-01,11858.492
2004-07-01,11898.458
2004-08-01,11944.486
2004-09-01,11959.694
2004-10-01,11970.427
2004-11-01,11945.706
2004-12-01,12354.110
2005-01-01,12029.712
2005-02-01,12040.240
2005-03-01,12080.643
2005-04-01,12122.341
2005-05-01,12179.018
2005-06-01,12212.817
2005-07-01,12222.897
2005-08-01,12241.010
2005-09-01,12202.979
2005-10-01,12293.246
2005-11-01,12396.530
2005-12-01,12463.963
2006-01-01,12615.534
2006-02-01,12671.717
2006-03-01,12704.101
2006-04-01,12708.846
2006-05-01,12701.954
2006-06-01,12730.660
2006-07-01,12715.713
2006-08-01,12709.549
2006-09-01,12795.596
2006-10-01,12870.822
2006-11-01,12933.502
2006-12-01,12998.472
2007-01-01,13033.906
2007-02-01,13096.338
2007-03-01,13147.949
2007-04-01,13151.498
2007-05-01,13144.673
2007-06-01,13127.988
2007-07-01,13134.159
2007-08-01,13137.613
2007-09-01,13165.169
2007-10-01,13139.629
2007-11-01,13127.498
2007-12-01,13177.454
2008-01-01,13188.347
2008-02-01,13195.340
2008-03-01,13202.006
2008-04-01,13160.788
2008-05-01,13704.098
2008-06-01,13359.533
2008-07-01,13138.288
2008-08-01,13054.138
2008-09-01,13067.915
2008-10-01,13131.123
2008-11-01,13211.827
2008-12-01,13121.721
2009-01-01,12971.020
2009-02-01,12813.805
2009-03-01,12778.190
2009-04-01,12837.219
2009-05-01,13027.964
2009-06-01,12825.058
2009-07-01,12774.081
2009-08-01,12743.854
2009-09-01,12763.787
2009-10-01,12709.966
2009-11-01,12743.645
2009-12-01,12808.646
2010-01-01,12860.097
2010-02-01,12852.303
2010-03-01,12892.933
2010-04-01,12998.264
2010-05-01,13107.196
2010-06-01,13137.355
2010-07-01,13176.118
2010-08-01,13224.463
2010-09-01,13222.624
2010-10-01,13247.875
2010-11-01,13279.581
2010-12-01,13374.156
2011-01-01,13541.211
2011-02-01,13576.031
2011-03-01,13540.028
2011-04-01,13516.405
2011-05-01,13505.003
2011-06-01,13572.943
2011-07-01,13620.414
2011-08-01,13605.561
2011-09-01,13582.785
2011-10-01,13599.436
2011-11-01,13591.318
2011-12-01,13714.357
2012-01-01,13776.131
2012-02-01,13861.174
2012-03-01,13911.509
2012-04-01,13963.525
2012-05-01,13975.696
2012-06-01,13995.038
2012-07-01,13909.126
2012-08-01,13867.317
2012-09-01,13943.929
2012-10-01,14046.984
2012-11-01,14249.192
2012-12-01,14614.152
2013-01-01,13894.743
2013-02-01,13835.102
2013-03-01,13865.456
2013-04-01,13930.178
2013-05-01,14009.753
2013-06-01,14021.223
2013-07-01,13991.979
2013-08-01,14017.134
2013-09-01,14069.860
2013-10-01,14039.392
2013-11-01,14091.431
2013-12-01,14142.583
2014-01-01,14216.885
2014-02-01,14307.777
2014-03-01,14381.676
2014-04-01,14424.352
2014-05-01,14472.043
2014-06-01,14539.284
2014-07-01,14592.781
2014-08-01,14670.540
2014-09-01,14722.813
2014-10-01,14790.364
2014-11-01,14866.655
2014-12-01,14958.757
2015-01-01,15076.076
2015-02-01,15120.548
2015-03-01,15087.795
2015-04-01,15173.676
2015-05-01,15229.439
2015-06-01,15259.920
2015-07-01,15288.126
2015-08-01,15316.446
2015-09-01,15354.332
2015-10-01,15373.738
2015-11-01,15353.804
2015-12-01,15400.998
2016-01-01,15419.226
2016-02-01,15426.240
2016-03-01,15441.368
2016-04-01,15427.722
2016-05-01,15419.398
2016-06-01,15430.431
2016-07-01,15476.982
2016-08-01,15491.877
2016-09-01,15537.413
2016-10-01,15562.413
2016-11-01,15594.511
2016-12-01,15619.931
2017-01-01,15695.627
2017-02-01,15755.058
2017-03-01,15829.723
2017-04-01,15822.075
2017-05-01,15885.031
2017-06-01,15878.935
2017-07-01,15926.788
2017-08-01,15961.424
2017-09-01,16012.947
2017-10-01,16080.016
2017-11-01,16139.777
2017-12-01,16212.512
2018-01-01,16294.367
2018-02-01,16325.587
2018-03-01,16375.125
2018-04-01,16384.746
2018-05-01,16406.018
2018-06-01,16450.592
2018-07-01,16501.040
2018-08-01,16562.045
2018-09-01,16548.593
2018-10-01,16564.283
2018-11-01,16580.853
2018-12-01,16728.360
2019-01-01,16790.073
2019-02-01,16872.768
2019-03-01,16912.552
2019-04-01,16915.148
2019-05-01,16935.760
2019-06-01,16976.631
2019-07-01,16935.240
2019-08-01,16998.856
2019-09-01,17036.522
2019-10-01,17025.574
2019-11-01,17089.809
2019-12-01,17074.532
2020-01-01,17139.072
2020-02-01,17218.779
2020-03-01,16919.280
