observation_date,DPCERA3M086SBEA_20211101
1973-02-01,32.402
1973-03-01,32.445
1973-04-01,32.318
1973-05-01,32.386
1973-06-01,32.305
1973-07-01,32.562
1973-08-01,32.158
1973-09-01,32.630
1973-10-01,32.406
1973-11-01,32.465
1973-12-01,32.189
1974-01-01,32.171
1974-02-01,31.985
1974-03-01,32.035
1974-04-01,32.142
1974-05-01,32.236
1974-06-01,32.159
1974-07-01,32.265
1974-08-01,32.507
1974-09-01,32.181
1974-10-01,32.092
1974-11-01,31.753
1974-12-01,31.691
1975-01-01,31.950
1975-02-01,32.228
1975-03-01,32.159
1975-04-01,32.196
1975-05-01,32.839
1975-06-01,32.887
1975-07-01,33.020
1975-08-01,33.104
1975-09-01,33.189
1975-10-01,33.186
1975-11-01,33.438
1975-12-01,33.757
1976-01-01,34.092
1976-02-01,34.064
1976-03-01,34.233
1976-04-01,34.478
1976-05-01,34.230
1976-06-01,34.622
1976-07-01,34.722
1976-08-01,34.783
1976-09-01,34.913
1976-10-01,34.967
1976-11-01,35.169
1976-12-01,35.636
1977-01-01,35.533
1977-02-01,35.731
1977-03-01,35.755
1977-04-01,35.805
1977-05-01,35.904
1977-06-01,35.891
1977-07-01,36.182
1977-08-01,36.161
1977-09-01,36.274
1977-10-01,36.577
1977-11-01,36.800
1977-12-01,36.873
1978-01-01,36.479
1978-02-01,37.011
1978-03-01,37.380
1978-04-01,37.606
1978-05-01,37.755
1978-06-01,37.879
1978-07-01,37.699
1978-08-01,38.039
1978-09-01,37.978
1978-10-01,38.042
1978-11-01,38.180
1978-12-01,38.410
1979-01-01,38.272
1979-02-01,38.459
1979-03-01,38.496
1979-04-01,38.279
1979-05-01,38.387
1979-06-01,38.486
1979-07-01,38.448
1979-08-01,38.864
1979-09-01,38.960
1979-10-01,38.827
1979-11-01,38.926
1979-12-01,38.809
1980-01-01,39.122
1980-02-01,38.795
1980-03-01,38.479
1980-04-01,37.989
1980-05-01,37.804
1980-06-01,37.981
1980-07-01,38.308
1980-08-01,38.353
1980-09-01,38.361
1980-10-01,38.839
1980-11-01,38.731
1980-12-01,39.006
1981-01-01,39.016
1981-02-01,38.918
1981-03-01,39.032
1981-04-01,38.892
1981-05-01,38.910
1981-06-01,39.174
1981-07-01,39.093
1981-08-01,39.341
1981-09-01,39.082
1981-10-01,38.874
1981-11-01,38.800
1981-12-01,39.038
1982-01-01,38.969
1982-02-01,39.323
1982-03-01,39.279
1982-04-01,39.302
1982-05-01,39.421
1982-06-01,39.207
1982-07-01,39.436
1982-08-01,39.465
1982-09-01,39.820
1982-10-01,39.995
1982-11-01,40.317
1982-12-01,40.488
1983-01-01,40.530
1983-02-01,40.519
1983-03-01,40.946
1983-04-01,41.197
1983-05-01,41.441
1983-06-01,41.841
1983-07-01,42.125
1983-08-01,42.236
1983-09-01,42.350
1983-10-01,42.689
1983-11-01,42.785
1983-12-01,43.255
1984-01-01,43.530
1984-02-01,42.955
1984-03-01,43.313
1984-04-01,43.610
1984-05-01,43.856
1984-06-01,44.151
1984-07-01,43.975
1984-08-01,44.149
1984-09-01,44.468
1984-10-01,44.321
1984-11-01,44.960
1984-12-01,45.029
1985-01-01,45.433
1985-02-01,45.602
1985-03-01,45.558
1985-04-01,45.681
1985-05-01,46.206
1985-06-01,45.960
1985-07-01,46.297
1985-08-01,46.763
1985-09-01,47.405
1985-10-01,46.668
1985-11-01,46.791
1985-12-01,47.309
1986-01-01,47.357
1986-02-01,47.240
1986-03-01,47.401
1986-04-01,47.693
1986-05-01,47.980
1986-06-01,47.873
1986-07-01,48.188
1986-08-01,48.418
1986-09-01,49.480
1986-10-01,48.744
1986-11-01,48.582
1986-12-01,49.655
1987-01-01,48.410
1987-02-01,49.329
1987-03-01,49.389
1987-04-01,49.622
1987-05-01,49.653
1987-06-01,49.860
1987-07-01,50.102
1987-08-01,50.486
1987-09-01,50.249
1987-10-01,50.218
1987-11-01,50.277
1987-12-01,50.661
1988-01-01,51.096
1988-02-01,51.143
1988-03-01,51.587
1988-04-01,51.376
1988-05-01,51.709
1988-06-01,51.878
1988-07-01,52.003
1988-08-01,52.241
1988-09-01,52.096
1988-10-01,52.522
1988-11-01,52.654
1988-12-01,52.941
1989-01-01,53.036
1989-02-01,52.924
1989-03-01,52.890
1989-04-01,53.204
1989-05-01,53.142
1989-06-01,53.246
1989-07-01,53.404
1989-08-01,53.917
1989-09-01,53.816
1989-10-01,53.780
1989-11-01,53.806
1989-12-01,54.252
1990-01-01,54.523
1990-02-01,54.247
1990-03-01,54.430
1990-04-01,54.534
1990-05-01,54.495
1990-06-01,54.668
1990-07-01,54.779
1990-08-01,54.796
1990-09-01,54.770
1990-10-01,54.465
1990-11-01,54.414
1990-12-01,54.216
1991-01-01,53.727
1991-02-01,54.059
1991-03-01,54.695
1991-04-01,54.514
1991-05-01,54.652
1991-06-01,54.662
1991-07-01,54.929
1991-08-01,54.845
1991-09-01,54.871
1991-10-01,54.650
1991-11-01,54.909
1991-12-01,55.003
1992-01-01,55.805
1992-02-01,55.868
1992-03-01,55.970
1992-04-01,56.017
1992-05-01,56.306
1992-06-01,56.458
1992-07-01,56.647
1992-08-01,56.787
1992-09-01,57.157
1992-10-01,57.350
1992-11-01,57.448
1992-12-01,57.826
1993-01-01,57.743
1993-02-01,57.850
1993-03-01,57.694
1993-04-01,58.082
1993-05-01,58.284
1993-06-01,58.496
1993-07-01,58.784
1993-08-01,58.843
1993-09-01,59.181
1993-10-01,59.273
1993-11-01,59.439
1993-12-01,59.648
1994-01-01,59.811
1994-02-01,60.291
1994-03-01,60.298
1994-04-01,60.553
1994-05-01,60.445
1994-06-01,60.806
1994-07-01,60.766
1994-08-01,61.166
1994-09-01,61.258
1994-10-01,61.639
1994-11-01,61.684
1994-12-01,61.848
1995-01-01,61.845
1995-02-01,61.730
1995-03-01,62.056
1995-04-01,61.955
1995-05-01,62.402
1995-06-01,62.902
1995-07-01,62.731
1995-08-01,63.039
1995-09-01,63.186
1995-10-01,62.940
1995-11-01,63.465
1995-12-01,63.869
1996-01-01,63.581
1996-02-01,64.069
1996-03-01,64.379
1996-04-01,64.617
1996-05-01,64.701
1996-06-01,64.777
1996-07-01,64.913
1996-08-01,65.137
1996-09-01,65.219
1996-10-01,65.413
1996-11-01,65.576
1996-12-01,65.836
1997-01-01,66.148
1997-02-01,66.287
1997-03-01,66.465
1997-04-01,66.461
1997-05-01,66.503
1997-06-01,66.831
1997-07-01,67.455
1997-08-01,67.865
1997-09-01,67.879
1997-10-01,68.226
1997-11-01,68.506
1997-12-01,68.896
1998-01-01,68.835
1998-02-01,69.282
1998-03-01,69.591
1998-04-01,69.962
1998-05-01,70.468
1998-06-01,70.936
1998-07-01,70.981
1998-08-01,71.305
1998-09-01,71.835
1998-10-01,72.078
1998-11-01,72.274
1998-12-01,72.863
1999-01-01,72.802
1999-02-01,73.147
1999-03-01,73.497
1999-04-01,73.937
1999-05-01,74.278
1999-06-01,74.591
1999-07-01,74.718
1999-08-01,75.108
1999-09-01,75.485
1999-10-01,75.651
1999-11-01,76.023
1999-12-01,76.933
2000-01-01,76.746
2000-02-01,77.468
2000-03-01,77.850
2000-04-01,77.827
2000-05-01,78.118
2000-06-01,78.285
2000-07-01,78.340
2000-08-01,78.742
2000-09-01,79.393
2000-10-01,79.344
2000-11-01,79.416
2000-12-01,79.780
2001-01-01,79.797
2001-02-01,79.838
2001-03-01,79.771
2001-04-01,79.718
2001-05-01,80.059
2001-06-01,80.110
2001-07-01,80.279
2001-08-01,80.736
2001-09-01,79.707
2001-10-01,81.761
2001-11-01,81.469
2001-12-01,81.376
2002-01-01,81.507
2002-02-01,81.830
2002-03-01,81.814
2002-04-01,82.250
2002-05-01,81.932
2002-06-01,82.208
2002-07-01,82.753
2002-08-01,82.873
2002-09-01,82.489
2002-10-01,82.826
2002-11-01,83.062
2002-12-01,83.606
2003-01-01,83.595
2003-02-01,83.325
2003-03-01,83.804
2003-04-01,84.200
2003-05-01,84.471
2003-06-01,84.923
2003-07-01,85.307
2003-08-01,86.062
2003-09-01,85.811
2003-10-01,85.950
2003-11-01,86.444
2003-12-01,86.557
2004-01-01,86.839
2004-02-01,87.015
2004-03-01,87.511
2004-04-01,87.440
2004-05-01,87.901
2004-06-01,87.449
2004-07-01,88.218
2004-08-01,88.544
2004-09-01,89.116
2004-10-01,89.326
2004-11-01,89.486
2004-12-01,90.073
2005-01-01,89.885
2005-02-01,90.283
2005-03-01,90.427
2005-04-01,91.013
2005-05-01,90.890
2005-06-01,91.689
2005-07-01,92.348
2005-08-01,91.938
2005-09-01,91.577
2005-10-01,91.823
2005-11-01,92.094
2005-12-01,92.454
2006-01-01,92.934
2006-02-01,93.128
2006-03-01,93.323
2006-04-01,93.490
2006-05-01,93.646
2006-06-01,93.697
2006-07-01,94.227
2006-08-01,93.914
2006-09-01,94.496
2006-10-01,94.905
2006-11-01,94.939
2006-12-01,95.489
2007-01-01,95.678
2007-02-01,95.654
2007-03-01,95.761
2007-04-01,95.853
2007-05-01,95.994
2007-06-01,95.998
2007-07-01,96.291
2007-08-01,96.697
2007-09-01,96.778
2007-10-01,96.855
2007-11-01,97.057
2007-12-01,96.996
2008-01-01,96.980
2008-02-01,96.644
2008-03-01,96.885
2008-04-01,97.043
2008-05-01,97.223
2008-06-01,97.044
2008-07-01,96.576
2008-08-01,96.565
2008-09-01,95.923
2008-10-01,95.776
2008-11-01,95.482
2008-12-01,95.205
2009-01-01,95.637
2009-02-01,95.246
2009-03-01,94.852
2009-04-01,94.711
2009-05-01,94.797
2009-06-01,94.823
2009-07-01,95.139
2009-08-01,95.995
2009-09-01,95.109
2009-10-01,95.217
2009-11-01,95.065
2009-12-01,95.646
2010-01-01,95.471
2010-02-01,95.828
2010-03-01,96.286
2010-04-01,96.483
2010-05-01,96.723
2010-06-01,96.958
2010-07-01,97.224
2010-08-01,97.459
2010-09-01,97.551
2010-10-01,97.799
2010-11-01,98.048
2010-12-01,98.178
2011-01-01,98.287
2011-02-01,98.260
2011-03-01,98.600
2011-04-01,98.484
2011-05-01,98.370
2011-06-01,98.598
2011-07-01,98.770
2011-08-01,98.709
2011-09-01,98.872
2011-10-01,99.050
2011-11-01,98.884
2011-12-01,98.928
2012-01-01,99.311
2012-02-01,99.912
2012-03-01,99.781
2012-04-01,99.874
2012-05-01,99.880
2012-06-01,99.776
2012-07-01,99.985
2012-08-01,100.005
2012-09-01,100.146
2012-10-01,100.139
2012-11-01,100.575
2012-12-01,100.617
2013-01-01,101.002
2013-02-01,100.960
2013-03-01,100.974
2013-04-01,100.967
2013-05-01,101.221
2013-06-01,101.214
2013-07-01,101.340
2013-08-01,101.453
2013-09-01,101.743
2013-10-01,102.028
2013-11-01,102.456
2013-12-01,102.494
2014-01-01,102.169
2014-02-01,102.742
2014-03-01,103.243
2014-04-01,103.414
2014-05-01,103.598
2014-06-01,104.004
2014-07-01,104.209
2014-08-01,104.920
2014-09-01,104.946
2014-10-01,105.593
2014-11-01,105.874
2014-12-01,106.118
2015-01-01,106.335
2015-02-01,106.571
2015-03-01,106.798
2015-04-01,107.052
2015-05-01,107.351
2015-06-01,107.465
2015-07-01,107.878
2015-08-01,108.155
2015-09-01,108.290
2015-10-01,108.358
2015-11-01,108.600
2015-12-01,108.998
2016-01-01,109.110
2016-02-01,109.830
2016-03-01,109.405
2016-04-01,109.735
2016-05-01,109.908
2016-06-01,110.371
2016-07-01,110.490
2016-08-01,110.578
2016-09-01,110.880
2016-10-01,110.820
2016-11-01,110.999
2016-12-01,111.738
2017-01-01,111.770
2017-02-01,111.840
2017-03-01,112.368
2017-04-01,112.394
2017-05-01,112.433
2017-06-01,112.722
2017-07-01,112.878
2017-08-01,112.999
2017-09-01,113.581
2017-10-01,113.649
2017-11-01,114.304
2017-12-01,115.079
2018-01-01,114.848
2018-02-01,114.924
2018-03-01,115.314
2018-04-01,115.738
2018-05-01,116.055
2018-06-01,116.247
2018-07-01,116.570
2018-08-01,116.934
2018-09-01,116.822
2018-10-01,117.318
2018-11-01,117.802
2018-12-01,116.698
2019-01-01,117.209
2019-02-01,117.206
2019-03-01,117.936
2019-04-01,118.178
2019-05-01,118.458
2019-06-01,118.799
2019-07-01,119.141
2019-08-01,119.480
2019-09-01,119.625
2019-10-01,119.695
2019-11-01,120.089
2019-12-01,120.003
2020-01-01,120.457
2020-02-01,120.511
2020-03-01,112.451
2020-04-01,98.762
2020-05-01,107.111
2020-06-01,113.381
2020-07-01,115.017
2020-08-01,115.806
2020-09-01,117.336
2020-10-01,117.817
2020-11-01,117.164
2020-12-01,116.087
2021-01-01,119.498
2021-02-01,117.905
2021-03-01,123.299
2021-04-01,123.866
2021-05-01,123.253
2021-06-01,123.981
2021-07-01,123.550
2021-08-01,124.339
2021-09-01,124.669
