observation_date,RPI_20150701
1981-05-01,5362.6
1981-06-01,5390.0
1981-07-01,5468.7
1981-08-01,5487.4
1981-09-01,5482.9
1981-10-01,5466.5
1981-11-01,5472.2
1981-12-01,5468.8
1982-01-01,5452.5
1982-02-01,5475.0
1982-03-01,5470.6
1982-04-01,5508.0
1982-05-01,5507.5
1982-06-01,5488.0
1982-07-01,5492.7
1982-08-01,5499.1
1982-09-01,5497.9
1982-10-01,5498.9
1982-11-01,5520.4
1982-12-01,5549.6
1983-01-01,5536.3
1983-02-01,5540.1
1983-03-01,5566.4
1983-04-01,5568.9
1983-05-01,5604.2
1983-06-01,5604.6
1983-07-01,5621.5
1983-08-01,5620.3
1983-09-01,5651.5
1983-10-01,5705.5
1983-11-01,5751.6
1983-12-01,5803.6
1984-01-01,5826.1
1984-02-01,5860.4
1984-03-01,5896.1
1984-04-01,5934.2
1984-05-01,5947.6
1984-06-01,5992.6
1984-07-01,6007.4
1984-08-01,6048.5
1984-09-01,6095.0
1984-10-01,6076.8
1984-11-01,6107.9
1984-12-01,6149.6
1985-01-01,6143.3
1985-02-01,6148.6
1985-03-01,6173.3
1985-04-01,6163.6
1985-05-01,6170.6
1985-06-01,6190.4
1985-07-01,6199.9
1985-08-01,6199.0
1985-09-01,6227.7
1985-10-01,6258.3
1985-11-01,6271.3
1985-12-01,6309.8
1986-01-01,6298.2
1986-02-01,6329.0
1986-03-01,6389.1
1986-04-01,6411.7
1986-05-01,6421.2
1986-06-01,6425.9
1986-07-01,6459.3
1986-08-01,6475.8
1986-09-01,6485.0
1986-10-01,6489.5
1986-11-01,6503.4
1986-12-01,6530.4
1987-01-01,6526.2
1987-02-01,6548.3
1987-03-01,6564.2
1987-04-01,6560.8
1987-05-01,6601.0
1987-06-01,6595.3
1987-07-01,6618.8
1987-08-01,6653.8
1987-09-01,6658.9
1987-10-01,6700.3
1987-11-01,6729.8
1987-12-01,6803.4
1988-01-01,6792.4
1988-02-01,6819.3
1988-03-01,6833.9
1988-04-01,6849.6
1988-05-01,6855.0
1988-06-01,6878.0
1988-07-01,6908.2
1988-08-01,6926.1
1988-09-01,6936.3
1988-10-01,6975.7
1988-11-01,6979.0
1988-12-01,7019.4
1989-01-01,7085.6
1989-02-01,7108.6
1989-03-01,7146.4
1989-04-01,7119.3
1989-05-01,7088.3
1989-06-01,7108.5
1989-07-01,7133.8
1989-08-01,7149.7
1989-09-01,7168.0
1989-10-01,7199.4
1989-11-01,7207.4
1989-12-01,7213.6
1990-01-01,7234.6
1990-02-01,7257.9
1990-03-01,7261.4
1990-04-01,7304.2
1990-05-01,7289.5
1990-06-01,7305.9
1990-07-01,7330.4
1990-08-01,7286.3
1990-09-01,7284.8
1990-10-01,7226.2
1990-11-01,7226.2
1990-12-01,7262.3
1991-01-01,7209.5
1991-02-01,7216.6
1991-03-01,7227.5
1991-04-01,7252.7
1991-05-01,7252.0
1991-06-01,7290.1
1991-07-01,7273.2
1991-08-01,7284.9
1991-09-01,7307.9
1991-10-01,7318.3
1991-11-01,7333.3
1991-12-01,7397.1
1992-01-01,7438.1
1992-02-01,7479.1
1992-03-01,7492.7
1992-04-01,7522.0
1992-05-01,7562.3
1992-06-01,7594.4
1992-07-01,7587.5
1992-08-01,7616.5
1992-09-01,7584.3
1992-10-01,7547.5
1992-11-01,7556.3
1992-12-01,7831.0
1993-01-01,7636.0
1993-02-01,7663.3
1993-03-01,7642.4
1993-04-01,7696.3
1993-05-01,7692.6
1993-06-01,7681.5
1993-07-01,7706.2
1993-08-01,7722.5
1993-09-01,7706.3
1993-10-01,7670.9
1993-11-01,7691.1
1993-12-01,7957.9
1994-01-01,7801.2
1994-02-01,7811.5
1994-03-01,7833.1
1994-04-01,7907.0
1994-05-01,7927.6
1994-06-01,7913.2
1994-07-01,7928.2
1994-08-01,7940.4
1994-09-01,7974.2
1994-10-01,8043.7
1994-11-01,8040.5
1994-12-01,8078.5
1995-01-01,8120.7
1995-02-01,8140.2
1995-03-01,8160.4
1995-04-01,8167.0
1995-05-01,8172.4
1995-06-01,8202.4
1995-07-01,8229.7
1995-08-01,8241.6
1995-09-01,8273.7
1995-10-01,8286.3
1995-11-01,8314.0
1995-12-01,8328.0
1996-01-01,8356.9
1996-02-01,8426.8
1996-03-01,8457.4
1996-04-01,8481.7
1996-05-01,8519.9
1996-06-01,8576.8
1996-07-01,8559.7
1996-08-01,8586.8
1996-09-01,8612.2
1996-10-01,8614.0
1996-11-01,8641.1
1996-12-01,8675.8
1997-01-01,8729.2
1997-02-01,8758.8
1997-03-01,8800.4
1997-04-01,8806.6
1997-05-01,8845.5
1997-06-01,8877.1
1997-07-01,8919.2
1997-08-01,8970.9
1997-09-01,8999.2
1997-10-01,9044.8
1997-11-01,9107.6
1997-12-01,9161.5
1998-01-01,9245.4
1998-02-01,9310.3
1998-03-01,9368.4
1998-04-01,9404.4
1998-05-01,9447.4
1998-06-01,9502.2
1998-07-01,9520.3
1998-08-01,9557.4
1998-09-01,9592.5
1998-10-01,9613.0
1998-11-01,9659.7
1998-12-01,9681.7
1999-01-01,9706.5
1999-02-01,9745.0
1999-03-01,9758.8
1999-04-01,9742.6
1999-05-01,9768.2
1999-06-01,9804.1
1999-07-01,9822.0
1999-08-01,9867.6
1999-09-01,9867.2
1999-10-01,9932.3
1999-11-01,10005.6
1999-12-01,10090.9
2000-01-01,10197.2
2000-02-01,10239.4
2000-03-01,10266.4
2000-04-01,10313.8
2000-05-01,10347.5
2000-06-01,10372.8
2000-07-01,10427.5
2000-08-01,10477.3
2000-09-01,10476.5
2000-10-01,10492.2
2000-11-01,10489.0
2000-12-01,10506.0
2001-01-01,10578.3
2001-02-01,10611.6
2001-03-01,10651.3
2001-04-01,10630.1
2001-05-01,10602.0
2001-06-01,10587.8
2001-07-01,10588.9
2001-08-01,10582.0
2001-09-01,10599.4
2001-10-01,10596.3
2001-11-01,10611.4
2001-12-01,10633.0
2002-01-01,10652.7
2002-02-01,10646.7
2002-03-01,10628.8
2002-04-01,10639.2
2002-05-01,10654.5
2002-06-01,10677.5
2002-07-01,10646.2
2002-08-01,10640.1
2002-09-01,10643.2
2002-10-01,10656.5
2002-11-01,10673.4
2002-12-01,10696.3
2003-01-01,10674.2
2003-02-01,10646.7
2003-03-01,10674.8
2003-04-01,10728.0
2003-05-01,10811.4
2003-06-01,10855.4
2003-07-01,10863.1
2003-08-01,10875.3
2003-09-01,10889.9
2003-10-01,10935.9
2003-11-01,11011.0
2003-12-01,11023.0
2004-01-01,11016.5
2004-02-01,11033.3
2004-03-01,11068.8
2004-04-01,11103.6
2004-05-01,11164.1
2004-06-01,11169.7
2004-07-01,11203.7
2004-08-01,11247.4
2004-09-01,11256.8
2004-10-01,11269.6
2004-11-01,11248.4
2004-12-01,11626.1
2005-01-01,11345.5
2005-02-01,11355.0
2005-03-01,11388.9
2005-04-01,11416.3
2005-05-01,11465.3
2005-06-01,11504.2
2005-07-01,11536.7
2005-08-01,11555.6
2005-09-01,11501.6
2005-10-01,11561.0
2005-11-01,11643.2
2005-12-01,11707.0
2006-01-01,11884.3
2006-02-01,11945.1
2006-03-01,11974.9
2006-04-01,11969.4
2006-05-01,11957.8
2006-06-01,11983.0
2006-07-01,11975.6
2006-08-01,11972.7
2006-09-01,12053.3
2006-10-01,12131.4
2006-11-01,12187.3
2006-12-01,12233.2
2007-01-01,12263.9
2007-02-01,12306.4
2007-03-01,12347.8
2007-04-01,12347.9
2007-05-01,12342.7
2007-06-01,12333.3
2007-07-01,12358.8
2007-08-01,12364.4
2007-09-01,12397.0
2007-10-01,12377.4
2007-11-01,12370.3
2007-12-01,12421.5
2008-01-01,12443.3
2008-02-01,12465.5
2008-03-01,12494.5
2008-04-01,12437.4
2008-05-01,12567.0
2008-06-01,12466.5
2008-07-01,12291.4
2008-08-01,12342.1
2008-09-01,12340.5
2008-10-01,12384.9
2008-11-01,12446.5
2008-12-01,12383.7
2009-01-01,12252.7
2009-02-01,12119.2
2009-03-01,12090.1
2009-04-01,12109.2
2009-05-01,12277.9
2009-06-01,12080.5
2009-07-01,12043.5
2009-08-01,12015.0
2009-09-01,12028.2
2009-10-01,11981.2
2009-11-01,12009.1
2009-12-01,12048.4
2010-01-01,12039.5
2010-02-01,12015.5
2010-03-01,12043.4
2010-04-01,12133.3
2010-05-01,12220.6
2010-06-01,12231.9
2010-07-01,12257.7
2010-08-01,12304.6
2010-09-01,12300.6
2010-10-01,12336.5
2010-11-01,12374.9
2010-12-01,12462.6
2011-01-01,12627.5
2011-02-01,12662.5
2011-03-01,12646.3
2011-04-01,12615.0
2011-05-01,12609.9
2011-06-01,12669.3
2011-07-01,12727.1
2011-08-01,12719.0
2011-09-01,12686.1
2011-10-01,12691.4
2011-11-01,12676.9
2011-12-01,12778.7
2012-01-01,12877.8
2012-02-01,12953.0
2012-03-01,12982.7
2012-04-01,13004.9
2012-05-01,13006.4
2012-06-01,13029.5
2012-07-01,13004.0
2012-08-01,12990.4
2012-09-01,13068.6
2012-10-01,13147.3
2012-11-01,13340.0
2012-12-01,13714.8
2013-01-01,13005.5
2013-02-01,13075.1
2013-03-01,13125.8
2013-04-01,13161.6
2013-05-01,13204.7
2013-06-01,13226.7
2013-07-01,13205.3
2013-08-01,13254.4
2013-09-01,13292.9
2013-10-01,13270.8
2013-11-01,13294.9
2013-12-01,13266.9
2014-01-01,13326.5
2014-02-01,13394.1
2014-03-01,13456.8
2014-04-01,13460.4
2014-05-01,13472.7
2014-06-01,13497.4
2014-07-01,13528.2
2014-08-01,13588.3
2014-09-01,13605.1
2014-10-01,13659.1
2014-11-01,13743.5
2014-12-01,13824.8
2015-01-01,13937.2
2015-02-01,13972.0
2015-03-01,13951.6
2015-04-01,14010.1
2015-05-01,14039.0
