observation_date,CUMFNS_20151101
1958-08-01,75.7329
1958-09-01,76.2217
1958-10-01,76.4104
1958-11-01,79.0691
1958-12-01,79.0434
1959-01-01,80.1973
1959-02-01,81.4428
1959-03-01,82.4769
1959-04-01,83.9922
1959-05-01,84.9159
1959-06-01,84.7686
1959-07-01,82.9798
1959-08-01,79.4676
1959-09-01,79.0489
1959-10-01,78.1537
1959-11-01,78.5051
1959-12-01,83.5682
1960-01-01,85.5616
1960-02-01,84.6108
1960-03-01,83.2421
1960-04-01,82.2593
1960-05-01,81.4711
1960-06-01,80.2236
1960-07-01,79.7275
1960-08-01,79.0505
1960-09-01,77.9187
1960-10-01,77.5287
1960-11-01,75.7724
1960-12-01,74.2557
1961-01-01,74.1095
1961-02-01,73.5120
1961-03-01,73.8637
1961-04-01,75.3829
1961-05-01,76.3560
1961-06-01,77.3241
1961-07-01,78.1087
1961-08-01,78.9783
1961-09-01,78.1562
1961-10-01,79.5528
1961-11-01,80.7658
1961-12-01,81.6041
1962-01-01,80.2408
1962-02-01,81.4267
1962-03-01,81.8912
1962-04-01,81.7429
1962-05-01,81.3349
1962-06-01,80.9291
1962-07-01,81.4760
1962-08-01,81.4168
1962-09-01,81.7875
1962-10-01,81.3851
1962-11-01,81.8392
1962-12-01,81.6791
1963-01-01,81.9446
1963-02-01,82.3778
1963-03-01,82.6243
1963-04-01,83.4581
1963-05-01,83.9513
1963-06-01,83.9398
1963-07-01,83.3448
1963-08-01,83.5014
1963-09-01,83.8227
1963-10-01,84.3071
1963-11-01,84.2946
1963-12-01,84.0095
1964-01-01,84.4621
1964-02-01,84.6673
1964-03-01,84.3575
1964-04-01,85.5869
1964-05-01,85.5983
1964-06-01,85.4490
1964-07-01,85.8610
1964-08-01,86.1105
1964-09-01,86.1994
1964-10-01,84.6252
1964-11-01,86.8484
1964-12-01,88.0025
1965-01-01,88.5986
1965-02-01,88.7226
1965-03-01,89.2769
1965-04-01,89.2868
1965-05-01,89.4494
1965-06-01,89.4582
1965-07-01,90.2974
1965-08-01,89.8508
1965-09-01,89.5586
1965-10-01,89.7893
1965-11-01,89.6483
1965-12-01,90.5141
1966-01-01,90.8594
1966-02-01,90.9108
1966-03-01,91.5884
1966-04-01,91.5416
1966-05-01,91.6379
1966-06-01,91.5205
1966-07-01,91.4046
1966-08-01,91.0801
1966-09-01,91.2464
1966-10-01,91.6180
1966-11-01,90.1293
1966-12-01,90.0246
1967-01-01,89.8425
1967-02-01,88.3949
1967-03-01,87.5162
1967-04-01,87.6555
1967-05-01,86.6106
1967-06-01,86.0691
1967-07-01,85.3074
1967-08-01,86.4918
1967-09-01,86.0644
1967-10-01,86.3701
1967-11-01,87.5349
1967-12-01,88.0043
1968-01-01,87.4079
1968-02-01,87.4053
1968-03-01,87.1589
1968-04-01,86.8623
1968-05-01,87.5761
1968-06-01,87.3795
1968-07-01,86.7370
1968-08-01,86.7885
1968-09-01,86.4632
1968-10-01,86.6354
1968-11-01,87.4928
1968-12-01,87.1299
1969-01-01,87.3003
1969-02-01,87.6670
1969-03-01,87.9968
1969-04-01,87.2940
1969-05-01,86.6111
1969-06-01,86.8065
1969-07-01,87.1063
1969-08-01,86.8980
1969-09-01,86.4538
1969-10-01,86.2175
1969-11-01,85.0017
1969-12-01,84.2325
1970-01-01,82.1089
1970-02-01,81.9125
1970-03-01,81.4199
1970-04-01,80.8741
1970-05-01,80.4314
1970-06-01,79.9375
1970-07-01,79.9348
1970-08-01,79.1439
1970-09-01,78.2338
1970-10-01,76.2483
1970-11-01,75.5482
1970-12-01,77.2997
1971-01-01,77.7340
1971-02-01,77.5719
1971-03-01,77.2123
1971-04-01,77.4195
1971-05-01,77.7423
1971-06-01,77.7399
1971-07-01,77.6743
1971-08-01,76.5604
1971-09-01,77.9130
1971-10-01,78.8718
1971-11-01,78.9644
1971-12-01,79.4979
1972-01-01,81.3218
1972-02-01,81.7234
1972-03-01,82.1025
1972-04-01,82.8494
1972-05-01,82.7163
1972-06-01,82.8138
1972-07-01,82.6366
1972-08-01,83.4660
1972-09-01,83.8706
1972-10-01,84.8817
1972-11-01,85.6727
1972-12-01,86.5729
1973-01-01,86.8973
1973-02-01,88.0628
1973-03-01,87.9315
1973-04-01,87.5156
1973-05-01,87.7636
1973-06-01,87.4339
1973-07-01,87.5483
1973-08-01,87.0111
1973-09-01,87.4885
1973-10-01,87.9123
1973-11-01,88.3101
1973-12-01,88.1259
1974-01-01,87.1212
1974-02-01,86.5226
1974-03-01,86.2034
1974-04-01,85.5951
1974-05-01,85.9580
1974-06-01,85.8380
1974-07-01,85.4566
1974-08-01,84.5675
1974-09-01,84.4268
1974-10-01,83.6008
1974-11-01,80.9306
1974-12-01,77.1728
1975-01-01,75.4650
1975-02-01,73.2113
1975-03-01,72.1464
1975-04-01,71.9120
1975-05-01,71.7587
1975-06-01,72.2641
1975-07-01,73.0793
1975-08-01,73.7491
1975-09-01,74.7909
1975-10-01,75.0417
1975-11-01,75.0683
1975-12-01,75.9019
1976-01-01,76.7474
1976-02-01,77.6711
1976-03-01,77.6394
1976-04-01,77.9848
1976-05-01,78.2146
1976-06-01,78.0335
1976-07-01,78.4440
1976-08-01,78.7677
1976-09-01,78.7570
1976-10-01,78.5294
1976-11-01,79.3016
1976-12-01,79.9251
1977-01-01,79.5409
1977-02-01,80.7387
1977-03-01,81.6994
1977-04-01,82.3256
1977-05-01,82.8427
1977-06-01,83.3124
1977-07-01,83.1039
1977-08-01,83.2298
1977-09-01,83.1052
1977-10-01,83.0603
1977-11-01,82.9314
1977-12-01,83.5710
1978-01-01,82.1337
1978-02-01,82.1778
1978-03-01,83.3608
1978-04-01,84.4332
1978-05-01,84.4543
1978-06-01,84.8445
1978-07-01,84.5326
1978-08-01,84.6657
1978-09-01,84.7836
1978-10-01,85.1576
1978-11-01,85.6836
1978-12-01,86.0949
1979-01-01,85.1298
1979-02-01,85.2204
1979-03-01,85.3911
1979-04-01,83.8431
1979-05-01,84.6426
1979-06-01,84.4999
1979-07-01,84.3946
1979-08-01,83.1049
1979-09-01,83.1046
1979-10-01,83.1743
1979-11-01,82.7833
1979-12-01,82.8326
1980-01-01,82.9955
1980-02-01,82.7264
1980-03-01,81.9023
1980-04-01,80.0020
1980-05-01,77.4656
1980-06-01,76.1152
1980-07-01,75.0936
1980-08-01,75.4813
1980-09-01,76.4893
1980-10-01,77.6396
1980-11-01,78.8650
1980-12-01,78.8728
1981-01-01,78.3850
1981-02-01,77.7014
1981-03-01,77.7456
1981-04-01,77.9328
1981-05-01,78.1004
1981-06-01,77.4724
1981-07-01,77.4142
1981-08-01,77.2677
1981-09-01,76.7044
1981-10-01,75.8136
1981-11-01,74.7013
1981-12-01,73.2814
1982-01-01,71.3609
1982-02-01,73.1658
1982-03-01,72.4249
1982-04-01,71.7594
1982-05-01,71.5411
1982-06-01,71.3067
1982-07-01,71.1413
1982-08-01,70.4332
1982-09-01,70.1916
1982-10-01,69.2895
1982-11-01,68.7759
1982-12-01,68.4942
1983-01-01,70.1043
1983-02-01,69.9831
1983-03-01,70.5823
1983-04-01,71.3549
1983-05-01,72.2299
1983-06-01,72.7516
1983-07-01,73.7858
1983-08-01,74.3040
1983-09-01,75.6624
1983-10-01,76.4487
1983-11-01,76.6693
1983-12-01,76.7976
1984-01-01,78.1026
1984-02-01,78.8303
1984-03-01,79.0634
1984-04-01,79.3533
1984-05-01,79.3676
1984-06-01,79.5495
1984-07-01,79.7388
1984-08-01,79.6573
1984-09-01,79.2770
1984-10-01,79.3566
1984-11-01,79.3942
1984-12-01,79.4327
1985-01-01,78.9278
1985-02-01,78.4419
1985-03-01,78.8431
1985-04-01,78.2927
1985-05-01,78.2202
1985-06-01,78.1666
1985-07-01,77.5277
1985-08-01,77.7994
1985-09-01,77.7482
1985-10-01,77.3825
1985-11-01,77.7680
1985-12-01,77.9931
1986-01-01,78.7659
1986-02-01,78.2537
1986-03-01,77.9514
1986-04-01,78.1671
1986-05-01,78.2433
1986-06-01,77.9049
1986-07-01,78.1720
1986-08-01,78.3375
1986-09-01,78.3873
1986-10-01,78.5663
1986-11-01,78.7885
1986-12-01,79.2976
1987-01-01,78.9017
1987-02-01,79.8543
1987-03-01,79.7357
1987-04-01,79.9879
1987-05-01,80.3377
1987-06-01,80.4069
1987-07-01,80.8393
1987-08-01,81.1603
1987-09-01,81.4278
1987-10-01,82.5487
1987-11-01,82.9023
1987-12-01,83.2911
1988-01-01,83.0660
1988-02-01,83.1947
1988-03-01,83.3708
1988-04-01,84.0361
1988-05-01,83.8735
1988-06-01,83.9759
1988-07-01,83.9214
1988-08-01,83.9309
1988-09-01,84.1940
1988-10-01,84.5515
1988-11-01,84.6762
1988-12-01,84.9797
1989-01-01,85.5641
1989-02-01,84.6028
1989-03-01,84.3613
1989-04-01,84.4110
1989-05-01,83.4616
1989-06-01,83.4424
1989-07-01,82.3397
1989-08-01,82.8330
1989-09-01,82.4015
1989-10-01,82.0546
1989-11-01,82.0255
1989-12-01,81.8714
1990-01-01,81.4763
1990-02-01,82.4648
1990-03-01,82.6632
1990-04-01,82.2717
1990-05-01,82.1919
1990-06-01,82.2470
1990-07-01,81.9505
1990-08-01,82.0260
1990-09-01,81.8480
1990-10-01,81.0286
1990-11-01,80.0084
1990-12-01,79.2996
1991-01-01,78.5849
1991-02-01,77.9729
1991-03-01,77.3160
1991-04-01,77.4870
1991-05-01,77.9341
1991-06-01,78.6628
1991-07-01,78.8135
1991-08-01,78.8690
1991-09-01,79.6139
1991-10-01,79.3497
1991-11-01,79.0711
1991-12-01,78.7840
1992-01-01,78.1322
1992-02-01,78.6504
1992-03-01,79.2913
1992-04-01,79.5414
1992-05-01,79.8094
1992-06-01,79.8419
1992-07-01,80.3466
1992-08-01,79.8146
1992-09-01,79.6521
1992-10-01,79.9829
1992-11-01,80.1502
1992-12-01,79.8905
1993-01-01,80.5080
1993-02-01,80.5377
1993-03-01,80.2154
1993-04-01,80.5097
1993-05-01,80.3397
1993-06-01,80.0820
1993-07-01,80.1655
1993-08-01,79.8678
1993-09-01,80.2489
1993-10-01,80.7879
1993-11-01,80.9715
1993-12-01,81.2445
1994-01-01,81.1885
1994-02-01,81.0757
1994-03-01,81.9328
1994-04-01,82.3705
1994-05-01,82.6693
1994-06-01,82.6223
1994-07-01,82.6894
1994-08-01,83.0468
1994-09-01,83.1571
1994-10-01,83.6888
1994-11-01,84.0212
1994-12-01,84.6206
1995-01-01,84.4801
1995-02-01,83.9480
1995-03-01,83.8231
1995-04-01,83.3820
1995-05-01,83.1529
1995-06-01,83.2107
1995-07-01,82.3198
1995-08-01,82.8530
1995-09-01,83.2050
1995-10-01,82.7654
1995-11-01,82.4183
1995-12-01,82.3069
1996-01-01,81.2503
1996-02-01,82.1027
1996-03-01,81.5047
1996-04-01,81.9732
1996-05-01,82.1521
1996-06-01,82.5486
1996-07-01,82.2865
1996-08-01,82.2887
1996-09-01,82.5300
1996-10-01,81.9391
1996-11-01,82.1728
1996-12-01,82.4285
1997-01-01,82.0250
1997-02-01,82.7177
1997-03-01,83.1113
1997-04-01,82.4833
1997-05-01,82.6265
1997-06-01,82.6738
1997-07-01,82.6783
1997-08-01,83.1736
1997-09-01,83.3322
1997-10-01,83.4548
1997-11-01,83.7432
1997-12-01,83.4525
1998-01-01,83.5302
1998-02-01,82.9991
1998-03-01,82.2907
1998-04-01,82.0888
1998-05-01,81.9293
1998-06-01,80.7237
1998-07-01,79.8844
1998-08-01,81.3259
1998-09-01,80.6683
1998-10-01,81.0016
1998-11-01,80.7089
1998-12-01,80.7152
1999-01-01,80.5380
1999-02-01,80.7825
1999-03-01,80.3474
1999-04-01,80.2752
1999-05-01,80.6519
1999-06-01,80.0225
1999-07-01,80.0369
1999-08-01,80.1923
1999-09-01,79.5517
1999-10-01,80.4134
1999-11-01,80.5784
1999-12-01,80.7751
2000-01-01,80.5390
2000-02-01,80.3588
2000-03-01,80.5575
2000-04-01,80.8364
2000-05-01,80.4144
2000-06-01,80.2522
2000-07-01,80.0521
2000-08-01,79.1659
2000-09-01,79.2000
2000-10-01,78.6827
2000-11-01,78.1638
2000-12-01,77.4337
2001-01-01,76.7043
2001-02-01,75.9719
2001-03-01,75.5196
2001-04-01,75.1051
2001-05-01,74.3298
2001-06-01,73.6373
2001-07-01,73.1470
2001-08-01,72.6230
2001-09-01,72.3401
2001-10-01,71.7919
2001-11-01,71.4790
2001-12-01,71.5948
2002-01-01,71.9155
2002-02-01,71.8557
2002-03-01,72.3630
2002-04-01,72.4679
2002-05-01,72.8275
2002-06-01,73.6408
2002-07-01,73.3847
2002-08-01,73.5328
2002-09-01,73.6331
2002-10-01,73.3482
2002-11-01,73.6876
2002-12-01,73.3245
2003-01-01,73.6957
2003-02-01,73.7958
2003-03-01,73.9122
2003-04-01,73.2926
2003-05-01,73.3764
2003-06-01,73.7519
2003-07-01,73.9205
2003-08-01,73.5834
2003-09-01,74.2122
2003-10-01,74.3066
2003-11-01,75.0990
2003-12-01,74.9548
2004-01-01,74.9320
2004-02-01,75.4967
2004-03-01,75.3976
2004-04-01,75.7154
2004-05-01,76.3459
2004-06-01,75.8064
2004-07-01,76.4869
2004-08-01,76.8196
2004-09-01,76.7833
2004-10-01,77.5076
2004-11-01,77.3776
2004-12-01,77.8065
2005-01-01,78.3014
2005-02-01,78.8045
2005-03-01,78.2814
2005-04-01,78.3694
2005-05-01,78.5089
2005-06-01,78.4614
2005-07-01,78.0335
2005-08-01,78.1460
2005-09-01,77.2264
2005-10-01,78.2501
2005-11-01,78.6983
2005-12-01,78.6396
2006-01-01,79.1623
2006-02-01,78.8065
2006-03-01,78.6490
2006-04-01,78.9749
2006-05-01,78.5166
2006-06-01,78.6512
2006-07-01,78.3303
2006-08-01,78.6581
2006-09-01,78.5915
2006-10-01,78.1705
2006-11-01,78.0596
2006-12-01,79.0279
2007-01-01,78.4483
2007-02-01,78.5686
2007-03-01,79.0223
2007-04-01,79.3757
2007-05-01,79.1104
2007-06-01,79.1424
2007-07-01,79.0456
2007-08-01,78.6195
2007-09-01,78.8275
2007-10-01,78.3827
2007-11-01,78.6949
2007-12-01,78.7180
2008-01-01,78.3869
2008-02-01,77.9139
2008-03-01,77.7258
2008-04-01,76.9499
2008-05-01,76.6764
2008-06-01,76.3489
2008-07-01,75.5850
2008-08-01,74.7915
2008-09-01,72.3713
2008-10-01,72.0455
2008-11-01,70.4551
2008-12-01,68.1437
2009-01-01,66.2099
2009-02-01,66.1837
2009-03-01,65.0375
2009-04-01,64.6031
2009-05-01,64.0048
2009-06-01,63.8734
2009-07-01,64.8871
2009-08-01,65.7212
2009-09-01,66.3619
2009-10-01,66.6278
2009-11-01,67.3604
2009-12-01,67.3541
2010-01-01,68.2062
2010-02-01,68.2626
2010-03-01,69.2082
2010-04-01,69.9368
2010-05-01,71.0724
2010-06-01,71.1448
2010-07-01,71.7402
2010-08-01,71.9744
2010-09-01,72.1430
2010-10-01,72.3535
2010-11-01,72.4420
2010-12-01,72.8227
2011-01-01,73.0814
2011-02-01,73.1518
2011-03-01,73.5742
2011-04-01,73.1638
2011-05-01,73.2916
2011-06-01,73.3004
2011-07-01,73.7658
2011-08-01,73.9351
2011-09-01,74.1241
2011-10-01,74.4697
2011-11-01,74.1075
2011-12-01,74.5234
2012-01-01,75.1443
2012-02-01,75.2300
2012-03-01,74.6642
2012-04-01,75.0477
2012-05-01,74.5831
2012-06-01,74.5405
2012-07-01,74.4257
2012-08-01,74.0996
2012-09-01,73.9880
2012-10-01,73.7021
2012-11-01,74.0854
2012-12-01,74.4722
2013-01-01,74.2053
2013-02-01,74.4150
2013-03-01,74.1456
2013-04-01,73.8673
2013-05-01,73.9488
2013-06-01,73.9998
2013-07-01,73.3804
2013-08-01,74.0174
2013-09-01,74.1479
2013-10-01,74.2500
2013-11-01,74.1543
2013-12-01,74.1397
2014-01-01,73.5089
2014-02-01,74.2577
2014-03-01,74.7675
2014-04-01,74.9533
2014-05-01,75.0862
2014-06-01,75.3683
2014-07-01,75.8830
2014-08-01,75.5648
2014-09-01,75.6836
2014-10-01,75.8220
2014-11-01,76.4193
2014-12-01,76.3265
2015-01-01,76.0642
2015-02-01,75.7268
2015-03-01,75.8189
2015-04-01,76.0505
2015-05-01,75.9507
2015-06-01,75.7471
2015-07-01,76.4397
2015-08-01,76.0740
2015-09-01,75.8993
