observation_date,DGORDER_20161101
2003-08-01,174328
2003-09-01,178118
2003-10-01,183254
2003-11-01,182472
2003-12-01,180958
2004-01-01,176855
2004-02-01,180727
2004-03-01,191580
2004-04-01,184187
2004-05-01,183593
2004-06-01,185560
2004-07-01,187032
2004-08-01,185137
2004-09-01,188132
2004-10-01,185578
2004-11-01,192940
2004-12-01,192834
2005-01-01,193240
2005-02-01,195227
2005-03-01,187090
2005-04-01,195130
2005-05-01,206420
2005-06-01,209180
2005-07-01,197076
2005-08-01,204803
2005-09-01,204139
2005-10-01,209844
2005-11-01,222564
2005-12-01,220015
2006-01-01,207660
2006-02-01,217661
2006-03-01,227670
2006-04-01,214414
2006-05-01,215979
2006-06-01,221232
2006-07-01,211849
2006-08-01,210303
2006-09-01,236000
2006-10-01,216908
2006-11-01,225791
2006-12-01,229389
2007-01-01,218565
2007-02-01,221337
2007-03-01,228747
2007-04-01,233592
2007-05-01,227743
2007-06-01,229855
2007-07-01,238609
2007-08-01,233226
2007-09-01,225797
2007-10-01,229267
2007-11-01,232433
2007-12-01,242879
2008-01-01,237274
2008-02-01,233810
2008-03-01,230770
2008-04-01,229958
2008-05-01,230207
2008-06-01,229634
2008-07-01,223764
2008-08-01,216357
2008-09-01,210859
2008-10-01,192059
2008-11-01,183989
2008-12-01,173900
2009-01-01,153310
2009-02-01,145602
2009-03-01,145571
2009-04-01,144239
2009-05-01,150641
2009-06-01,145782
2009-07-01,156180
2009-08-01,157966
2009-09-01,157328
2009-10-01,162553
2009-11-01,161811
2009-12-01,159408
2010-01-01,182190
2010-02-01,176104
2010-03-01,180182
2010-04-01,187405
2010-05-01,186349
2010-06-01,186485
2010-07-01,189532
2010-08-01,192145
2010-09-01,200308
2010-10-01,194686
2010-11-01,196672
2010-12-01,194933
2011-01-01,204711
2011-02-01,194236
2011-03-01,211908
2011-04-01,200903
2011-05-01,206091
2011-06-01,199884
2011-07-01,208592
2011-08-01,215290
2011-09-01,208277
2011-10-01,208553
2011-11-01,216970
2011-12-01,226853
2012-01-01,224549
2012-02-01,223657
2012-03-01,221505
2012-04-01,219540
2012-05-01,217293
2012-06-01,219155
2012-07-01,224520
2012-08-01,202185
2012-09-01,215073
2012-10-01,219319
2012-11-01,217917
2012-12-01,229811
2013-01-01,217899
2013-02-01,229948
2013-03-01,211676
2013-04-01,221018
2013-05-01,231237
2013-06-01,239620
2013-07-01,216297
2013-08-01,220679
2013-09-01,229220
2013-10-01,224830
2013-11-01,236964
2013-12-01,229057
2014-01-01,221834
2014-02-01,229392
2014-03-01,234525
2014-04-01,236771
2014-05-01,231610
2014-06-01,236382
2014-07-01,290825
2014-08-01,237207
2014-09-01,234316
2014-10-01,232463
2014-11-01,228448
2014-12-01,225136
2015-01-01,229217
2015-02-01,221503
2015-03-01,235120
2015-04-01,231515
2015-05-01,223541
2015-06-01,234699
2015-07-01,236630
2015-08-01,229846
2015-09-01,223693
2015-10-01,234513
2015-11-01,232507
2015-12-01,223402
2016-01-01,231756
2016-02-01,224081
2016-03-01,228499
2016-04-01,235729
2016-05-01,228827
2016-06-01,219055
2016-07-01,226948
2016-08-01,227557
2016-09-01,227278
