observation_date,CUMFNS_20150701
1958-08-01,75.7329
1958-09-01,76.2217
1958-10-01,76.4104
1958-11-01,79.0691
1958-12-01,79.0434
1959-01-01,80.1973
1959-02-01,81.4428
1959-03-01,82.4769
1959-04-01,83.9922
1959-05-01,84.9159
1959-06-01,84.7686
1959-07-01,82.9798
1959-08-01,79.4676
1959-09-01,79.0489
1959-10-01,78.1537
1959-11-01,78.5051
1959-12-01,83.5682
1960-01-01,85.5616
1960-02-01,84.6108
1960-03-01,83.2421
1960-04-01,82.2593
1960-05-01,81.4711
1960-06-01,80.2236
1960-07-01,79.7275
1960-08-01,79.0505
1960-09-01,77.9187
1960-10-01,77.5287
1960-11-01,75.7724
1960-12-01,74.2557
1961-01-01,74.1095
1961-02-01,73.5120
1961-03-01,73.8637
1961-04-01,75.3829
1961-05-01,76.3560
1961-06-01,77.3241
1961-07-01,78.1087
1961-08-01,78.9783
1961-09-01,78.1562
1961-10-01,79.5528
1961-11-01,80.7658
1961-12-01,81.6041
1962-01-01,80.2408
1962-02-01,81.4267
1962-03-01,81.8912
1962-04-01,81.7429
1962-05-01,81.3349
1962-06-01,80.9291
1962-07-01,81.4760
1962-08-01,81.4168
1962-09-01,81.7875
1962-10-01,81.3851
1962-11-01,81.8392
1962-12-01,81.6791
1963-01-01,81.9446
1963-02-01,82.3778
1963-03-01,82.6243
1963-04-01,83.4581
1963-05-01,83.9513
1963-06-01,83.9398
1963-07-01,83.3448
1963-08-01,83.5014
1963-09-01,83.8227
1963-10-01,84.3071
1963-11-01,84.2946
1963-12-01,84.0095
1964-01-01,84.4621
1964-02-01,84.6673
1964-03-01,84.3575
1964-04-01,85.5869
1964-05-01,85.5983
1964-06-01,85.4490
1964-07-01,85.8610
1964-08-01,86.1105
1964-09-01,86.1994
1964-10-01,84.6252
1964-11-01,86.8484
1964-12-01,88.0025
1965-01-01,88.5986
1965-02-01,88.7226
1965-03-01,89.2769
1965-04-01,89.2868
1965-05-01,89.4494
1965-06-01,89.4582
1965-07-01,90.2974
1965-08-01,89.8508
1965-09-01,89.5586
1965-10-01,89.7893
1965-11-01,89.6483
1965-12-01,90.5141
1966-01-01,90.8594
1966-02-01,90.9108
1966-03-01,91.5884
1966-04-01,91.5416
1966-05-01,91.6379
1966-06-01,91.5205
1966-07-01,91.4046
1966-08-01,91.0801
1966-09-01,91.2464
1966-10-01,91.6180
1966-11-01,90.1293
1966-12-01,90.0246
1967-01-01,89.8425
1967-02-01,88.3949
1967-03-01,87.5162
1967-04-01,87.6555
1967-05-01,86.6106
1967-06-01,86.0691
1967-07-01,85.3074
1967-08-01,86.4918
1967-09-01,86.0644
1967-10-01,86.3701
1967-11-01,87.5349
1967-12-01,88.0043
1968-01-01,87.4084
1968-02-01,87.4063
1968-03-01,87.1604
1968-04-01,86.8643
1968-05-01,87.5786
1968-06-01,87.3825
1968-07-01,86.7405
1968-08-01,86.7925
1968-09-01,86.4677
1968-10-01,86.6404
1968-11-01,87.4983
1968-12-01,87.1359
1969-01-01,87.3068
1969-02-01,87.6741
1969-03-01,88.0044
1969-04-01,87.3020
1969-05-01,86.6196
1969-06-01,86.8155
1969-07-01,87.1158
1969-08-01,86.9080
1969-09-01,86.4642
1969-10-01,86.2284
1969-11-01,85.0130
1969-12-01,84.2441
1970-01-01,82.1207
1970-02-01,81.9247
1970-03-01,81.4326
1970-04-01,80.8871
1970-05-01,80.4448
1970-06-01,79.9513
1970-07-01,79.9491
1970-08-01,79.1585
1970-09-01,78.2486
1970-10-01,76.2632
1970-11-01,75.5634
1970-12-01,77.3157
1971-01-01,77.7506
1971-02-01,77.5888
1971-03-01,77.2296
1971-04-01,77.4373
1971-05-01,77.7607
1971-06-01,77.7586
1971-07-01,77.6935
1971-08-01,76.5798
1971-09-01,77.9331
1971-10-01,78.8927
1971-11-01,78.9857
1971-12-01,79.5198
1972-01-01,81.3438
1972-02-01,81.7480
1972-03-01,82.1322
1972-04-01,82.8726
1972-05-01,82.7302
1972-06-01,82.8163
1972-07-01,82.6326
1972-08-01,83.4703
1972-09-01,83.8880
1972-10-01,84.8949
1972-11-01,85.6780
1972-12-01,86.5842
1973-01-01,86.8993
1973-02-01,88.0863
1973-03-01,87.9439
1973-04-01,87.5235
1973-05-01,87.7647
1973-06-01,87.4344
1973-07-01,87.5343
1973-08-01,86.9998
1973-09-01,87.4956
1973-10-01,87.9267
1973-11-01,88.3049
1973-12-01,88.1190
1974-01-01,87.0984
1974-02-01,86.5242
1974-03-01,86.1895
1974-04-01,85.6007
1974-05-01,85.9580
1974-06-01,85.8166
1974-07-01,85.4343
1974-08-01,84.5497
1974-09-01,84.4265
1974-10-01,83.6073
1974-11-01,80.9257
1974-12-01,77.1702
1975-01-01,75.4557
1975-02-01,73.1943
1975-03-01,72.1254
1975-04-01,71.8884
1975-05-01,71.7557
1975-06-01,72.2449
1975-07-01,73.1886
1975-08-01,73.7133
1975-09-01,74.7635
1975-10-01,74.9938
1975-11-01,75.0476
1975-12-01,75.8814
1976-01-01,76.7187
1976-02-01,77.6393
1976-03-01,77.6153
1976-04-01,77.9661
1976-05-01,78.1946
1976-06-01,78.0224
1976-07-01,78.4327
1976-08-01,78.7631
1976-09-01,78.7662
1976-10-01,78.5446
1976-11-01,79.3285
1976-12-01,79.9524
1977-01-01,79.5617
1977-02-01,80.7635
1977-03-01,81.7227
1977-04-01,82.3625
1977-05-01,82.8615
1977-06-01,83.3253
1977-07-01,83.1106
1977-08-01,83.2438
1977-09-01,83.1246
1977-10-01,83.0843
1977-11-01,82.9471
1977-12-01,83.5742
1978-01-01,82.1272
1978-02-01,82.1907
1978-03-01,83.3591
1978-04-01,84.4323
1978-05-01,84.4544
1978-06-01,84.8416
1978-07-01,84.5172
1978-08-01,84.6679
1978-09-01,84.8010
1978-10-01,85.1680
1978-11-01,85.6870
1978-12-01,86.1077
1979-01-01,85.1271
1979-02-01,85.2444
1979-03-01,85.4098
1979-04-01,83.8599
1979-05-01,84.6481
1979-06-01,84.5133
1979-07-01,84.3828
1979-08-01,83.1045
1979-09-01,83.1180
1979-10-01,83.1811
1979-11-01,82.7739
1979-12-01,82.8326
1980-01-01,82.9697
1980-02-01,82.7333
1980-03-01,81.9030
1980-04-01,80.0058
1980-05-01,77.4681
1980-06-01,76.1097
1980-07-01,75.2161
1980-08-01,75.4838
1980-09-01,76.5022
1980-10-01,77.6458
1980-11-01,78.8908
1980-12-01,78.8914
1981-01-01,78.4107
1981-02-01,77.7193
1981-03-01,77.7685
1981-04-01,77.9553
1981-05-01,78.1367
1981-06-01,77.5107
1981-07-01,77.4376
1981-08-01,77.3087
1981-09-01,76.7314
1981-10-01,75.8360
1981-11-01,74.7398
1981-12-01,73.3233
1982-01-01,71.4245
1982-02-01,73.1865
1982-03-01,72.4545
1982-04-01,71.7993
1982-05-01,71.5759
1982-06-01,71.3397
1982-07-01,71.1586
1982-08-01,70.4728
1982-09-01,70.2354
1982-10-01,69.3340
1982-11-01,68.8277
1982-12-01,68.5350
1983-01-01,70.1374
1983-02-01,70.0232
1983-03-01,70.6218
1983-04-01,71.4020
1983-05-01,72.2745
1983-06-01,72.7992
1983-07-01,73.8163
1983-08-01,74.3571
1983-09-01,75.7145
1983-10-01,76.5091
1983-11-01,76.7340
1983-12-01,76.8542
1984-01-01,78.1406
1984-02-01,78.8909
1984-03-01,79.1229
1984-04-01,79.4073
1984-05-01,79.4265
1984-06-01,79.6096
1984-07-01,79.7803
1984-08-01,79.7206
1984-09-01,79.3455
1984-10-01,79.4282
1984-11-01,79.4549
1984-12-01,79.4981
1985-01-01,78.9698
1985-02-01,78.4911
1985-03-01,78.8820
1985-04-01,78.3362
1985-05-01,78.2622
1985-06-01,78.1929
1985-07-01,77.5328
1985-08-01,77.8174
1985-09-01,77.7595
1985-10-01,77.3962
1985-11-01,77.7655
1985-12-01,77.9962
1986-01-01,78.7578
1986-02-01,78.2307
1986-03-01,77.9463
1986-04-01,78.1582
1986-05-01,78.2591
1986-06-01,77.9055
1986-07-01,78.2939
1986-08-01,78.3537
1986-09-01,78.4161
1986-10-01,78.5897
1986-11-01,78.8343
1986-12-01,79.3387
1987-01-01,78.9548
1987-02-01,79.9024
1987-03-01,79.7608
1987-04-01,80.0233
1987-05-01,80.3797
1987-06-01,80.4586
1987-07-01,80.8616
1987-08-01,81.1578
1987-09-01,81.4544
1987-10-01,82.5889
1987-11-01,82.9764
1987-12-01,83.3733
1988-01-01,83.1444
1988-02-01,83.2466
1988-03-01,83.4329
1988-04-01,84.1077
1988-05-01,83.9381
1988-06-01,84.0464
1988-07-01,83.9873
1988-08-01,84.0168
1988-09-01,84.2769
1988-10-01,84.6250
1988-11-01,84.7646
1988-12-01,85.0514
1989-01-01,85.6106
1989-02-01,84.6854
1989-03-01,84.4428
1989-04-01,84.4605
1989-05-01,83.5217
1989-06-01,83.5097
1989-07-01,82.3721
1989-08-01,82.8879
1989-09-01,82.4781
1989-10-01,82.1133
1989-11-01,82.0833
1989-12-01,81.9288
1990-01-01,81.5379
1990-02-01,82.5365
1990-03-01,82.7272
1990-04-01,82.3499
1990-05-01,82.2664
1990-06-01,82.3114
1990-07-01,82.0029
1990-08-01,82.0555
1990-09-01,81.8896
1990-10-01,81.0502
1990-11-01,79.9931
1990-12-01,79.2764
1991-01-01,78.5222
1991-02-01,77.9136
1991-03-01,77.2627
1991-04-01,77.4025
1991-05-01,77.8645
1991-06-01,78.5847
1991-07-01,78.7063
1991-08-01,78.8249
1991-09-01,79.5629
1991-10-01,79.3097
1991-11-01,79.0658
1991-12-01,78.8540
1992-01-01,78.2126
1992-02-01,78.7434
1992-03-01,79.3971
1992-04-01,79.6263
1992-05-01,79.8873
1992-06-01,79.8741
1992-07-01,80.3835
1992-08-01,79.8337
1992-09-01,79.6559
1992-10-01,79.9703
1992-11-01,80.0943
1992-12-01,79.7956
1993-01-01,80.4340
1993-02-01,80.4171
1993-03-01,80.1118
1993-04-01,80.4098
1993-05-01,80.2278
1993-06-01,79.9725
1993-07-01,80.0596
1993-08-01,79.8162
1993-09-01,80.2100
1993-10-01,80.7791
1993-11-01,80.9852
1993-12-01,81.2674
1994-01-01,81.2529
1994-02-01,81.1527
1994-03-01,82.0085
1994-04-01,82.4557
1994-05-01,82.7710
1994-06-01,82.7404
1994-07-01,82.7892
1994-08-01,83.1422
1994-09-01,83.2152
1994-10-01,83.7054
1994-11-01,84.0144
1994-12-01,84.5713
1995-01-01,84.4126
1995-02-01,83.8860
1995-03-01,83.7294
1995-04-01,83.2898
1995-05-01,83.0609
1995-06-01,83.1347
1995-07-01,82.2508
1995-08-01,82.8427
1995-09-01,83.1714
1995-10-01,82.7311
1995-11-01,82.3950
1995-12-01,82.3011
1996-01-01,81.2602
1996-02-01,82.1193
1996-03-01,81.5342
1996-04-01,82.0040
1996-05-01,82.1849
1996-06-01,82.5871
1996-07-01,82.3227
1996-08-01,82.3677
1996-09-01,82.5704
1996-10-01,81.9865
1996-11-01,82.2115
1996-12-01,82.4372
1997-01-01,82.0616
1997-02-01,82.7397
1997-03-01,83.1395
1997-04-01,82.4958
1997-05-01,82.6513
1997-06-01,82.6864
1997-07-01,82.7823
1997-08-01,83.2054
1997-09-01,83.3296
1997-10-01,83.4473
1997-11-01,83.7510
1997-12-01,83.4563
1998-01-01,83.5238
1998-02-01,82.9717
1998-03-01,82.2712
1998-04-01,82.0606
1998-05-01,81.8848
1998-06-01,80.6822
1998-07-01,79.8514
1998-08-01,81.3328
1998-09-01,80.6480
1998-10-01,80.9710
1998-11-01,80.7027
1998-12-01,80.7204
1999-01-01,80.5652
1999-02-01,80.7904
1999-03-01,80.3675
1999-04-01,80.2673
1999-05-01,80.6820
1999-06-01,80.0743
1999-07-01,80.0879
1999-08-01,80.2364
1999-09-01,79.6009
1999-10-01,80.4660
1999-11-01,80.6268
1999-12-01,80.8113
2000-01-01,80.5762
2000-02-01,80.3749
2000-03-01,80.5797
2000-04-01,80.8369
2000-05-01,80.4105
2000-06-01,80.2359
2000-07-01,80.0278
2000-08-01,79.1580
2000-09-01,79.1692
2000-10-01,78.6459
2000-11-01,78.1119
2000-12-01,77.3913
2001-01-01,76.6406
2001-02-01,75.9372
2001-03-01,75.4678
2001-04-01,75.0506
2001-05-01,74.2751
2001-06-01,73.5830
2001-07-01,73.1023
2001-08-01,72.5914
2001-09-01,72.3078
2001-10-01,71.7440
2001-11-01,71.4332
2001-12-01,71.5656
2002-01-01,71.8739
2002-02-01,71.8338
2002-03-01,72.3426
2002-04-01,72.4514
2002-05-01,72.8343
2002-06-01,73.6531
2002-07-01,73.3887
2002-08-01,73.5419
2002-09-01,73.6289
2002-10-01,73.3383
2002-11-01,73.6615
2002-12-01,73.3151
2003-01-01,73.6756
2003-02-01,73.7531
2003-03-01,73.8721
2003-04-01,73.2267
2003-05-01,73.2996
2003-06-01,73.6096
2003-07-01,73.9046
2003-08-01,73.5211
2003-09-01,74.0951
2003-10-01,74.1719
2003-11-01,74.9249
2003-12-01,74.7631
2004-01-01,74.8138
2004-02-01,75.3433
2004-03-01,75.2677
2004-04-01,75.5864
2004-05-01,76.2064
2004-06-01,75.6757
2004-07-01,76.3546
2004-08-01,76.6622
2004-09-01,76.6408
2004-10-01,77.3865
2004-11-01,77.2635
2004-12-01,77.6743
2005-01-01,78.1626
2005-02-01,78.6645
2005-03-01,78.1743
2005-04-01,78.2607
2005-05-01,78.4012
2005-06-01,78.3686
2005-07-01,78.0303
2005-08-01,78.1075
2005-09-01,77.0919
2005-10-01,78.1094
2005-11-01,78.5509
2005-12-01,78.4652
2006-01-01,78.9708
2006-02-01,78.6807
2006-03-01,78.5031
2006-04-01,78.8112
2006-05-01,78.3399
2006-06-01,78.4654
2006-07-01,78.1711
2006-08-01,78.4850
2006-09-01,78.3817
2006-10-01,77.9534
2006-11-01,77.8326
2006-12-01,78.7987
2007-01-01,78.2231
2007-02-01,78.3558
2007-03-01,78.8132
2007-04-01,79.1807
2007-05-01,78.9227
2007-06-01,78.9694
2007-07-01,78.9377
2007-08-01,78.4784
2007-09-01,78.7138
2007-10-01,78.3193
2007-11-01,78.5977
2007-12-01,78.6182
2008-01-01,78.2826
2008-02-01,77.7877
2008-03-01,77.5936
2008-04-01,76.8030
2008-05-01,76.5116
2008-06-01,76.1636
2008-07-01,75.4151
2008-08-01,74.5702
2008-09-01,72.1486
2008-10-01,71.8000
2008-11-01,70.2013
2008-12-01,67.9381
2009-01-01,66.0972
2009-02-01,66.0417
2009-03-01,64.9556
2009-04-01,64.6094
2009-05-01,64.0038
2009-06-01,63.9228
2009-07-01,64.9040
2009-08-01,65.6512
2009-09-01,66.2966
2009-10-01,66.5270
2009-11-01,67.3401
2009-12-01,67.3697
2010-01-01,68.2204
2010-02-01,68.2689
2010-03-01,69.2754
2010-04-01,70.0406
2010-05-01,71.1876
2010-06-01,71.3067
2010-07-01,72.0099
2010-08-01,72.2007
2010-09-01,72.3574
2010-10-01,72.5076
2010-11-01,72.6951
2010-12-01,73.0448
2011-01-01,73.2406
2011-02-01,73.2545
2011-03-01,73.7543
2011-04-01,73.2896
2011-05-01,73.4235
2011-06-01,73.4638
2011-07-01,74.0119
2011-08-01,74.1576
2011-09-01,74.3273
2011-10-01,74.5958
2011-11-01,74.4344
2011-12-01,74.8251
2012-01-01,75.4578
2012-02-01,75.7547
2012-03-01,75.3769
2012-04-01,75.7993
2012-05-01,75.4887
2012-06-01,75.6165
2012-07-01,75.7720
2012-08-01,75.2638
2012-09-01,75.2681
2012-10-01,74.8280
2012-11-01,75.6687
2012-12-01,76.0800
2013-01-01,75.7840
2013-02-01,76.1368
2013-03-01,76.0896
2013-04-01,75.8231
2013-05-01,75.9284
2013-06-01,76.0565
2013-07-01,75.6490
2013-08-01,76.0766
2013-09-01,76.1622
2013-10-01,76.3078
2013-11-01,76.3893
2013-12-01,76.3918
2014-01-01,75.5062
2014-02-01,76.3574
2014-03-01,76.8475
2014-04-01,76.9611
2014-05-01,77.1180
2014-06-01,77.3048
2014-07-01,77.7926
2014-08-01,77.3912
2014-09-01,77.4093
2014-10-01,77.3980
2014-11-01,78.1471
2014-12-01,77.9426
2015-01-01,77.3323
2015-02-01,77.0789
2015-03-01,77.2322
2015-04-01,77.2166
2015-05-01,76.9723
