observation_date,RPI_20221101
1978-02-01,5357.672
1978-03-01,5388.099
1978-04-01,5418.932
1978-05-01,5425.194
1978-06-01,5444.997
1978-07-01,5474.817
1978-08-01,5499.675
1978-09-01,5506.854
1978-10-01,5527.130
1978-11-01,5536.577
1978-12-01,5568.060
1979-01-01,5587.046
1979-02-01,5609.230
1979-03-01,5626.378
1979-04-01,5581.540
1979-05-01,5562.100
1979-06-01,5559.111
1979-07-01,5600.950
1979-08-01,5609.518
1979-09-01,5608.839
1979-10-01,5608.622
1979-11-01,5626.070
1979-12-01,5639.726
1980-01-01,5647.002
1980-02-01,5620.681
1980-03-01,5590.815
1980-04-01,5584.107
1980-05-01,5567.006
1980-06-01,5580.753
1980-07-01,5622.970
1980-08-01,5635.319
1980-09-01,5660.268
1980-10-01,5709.690
1980-11-01,5724.084
1980-12-01,5752.531
1981-01-01,5734.617
1981-02-01,5719.240
1981-03-01,5738.038
1981-04-01,5728.013
1981-05-01,5745.595
1981-06-01,5777.617
1981-07-01,5864.382
1981-08-01,5886.997
1981-09-01,5878.892
1981-10-01,5857.426
1981-11-01,5864.614
1981-12-01,5861.210
1982-01-01,5848.114
1982-02-01,5872.840
1982-03-01,5868.612
1982-04-01,5909.084
1982-05-01,5908.564
1982-06-01,5888.205
1982-07-01,5888.176
1982-08-01,5899.028
1982-09-01,5895.812
1982-10-01,5891.195
1982-11-01,5913.084
1982-12-01,5942.633
1983-01-01,5934.876
1983-02-01,5938.408
1983-03-01,5966.425
1983-04-01,5970.863
1983-05-01,6001.225
1983-06-01,6009.417
1983-07-01,6026.699
1983-08-01,6018.252
1983-09-01,6059.929
1983-10-01,6118.429
1983-11-01,6168.024
1983-12-01,6223.391
1984-01-01,6245.624
1984-02-01,6281.817
1984-03-01,6320.089
1984-04-01,6360.969
1984-05-01,6375.454
1984-06-01,6423.367
1984-07-01,6437.956
1984-08-01,6479.979
1984-09-01,6529.431
1984-10-01,6510.152
1984-11-01,6544.204
1984-12-01,6588.184
1985-01-01,6580.637
1985-02-01,6585.272
1985-03-01,6612.413
1985-04-01,6599.057
1985-05-01,6612.496
1985-06-01,6635.234
1985-07-01,6644.228
1985-08-01,6643.228
1985-09-01,6672.970
1985-10-01,6704.205
1985-11-01,6713.717
1985-12-01,6753.646
1986-01-01,6748.379
1986-02-01,6781.198
1986-03-01,6845.164
1986-04-01,6868.394
1986-05-01,6876.660
1986-06-01,6879.973
1986-07-01,6914.174
1986-08-01,6930.668
1986-09-01,6939.418
1986-10-01,6943.808
1986-11-01,6958.128
1986-12-01,6986.532
1987-01-01,6979.565
1987-02-01,7003.502
1987-03-01,7021.974
1987-04-01,7018.700
1987-05-01,7061.896
1987-06-01,7055.724
1987-07-01,7079.773
1987-08-01,7116.439
1987-09-01,7121.607
1987-10-01,7166.796
1987-11-01,7198.984
1987-12-01,7276.869
1988-01-01,7266.388
1988-02-01,7295.646
1988-03-01,7311.851
1988-04-01,7328.508
1988-05-01,7333.893
1988-06-01,7358.475
1988-07-01,7390.521
1988-08-01,7409.197
1988-09-01,7423.142
1988-10-01,7464.112
1988-11-01,7466.443
1988-12-01,7505.154
1989-01-01,7574.454
1989-02-01,7597.954
1989-03-01,7638.607
1989-04-01,7609.138
1989-05-01,7576.787
1989-06-01,7598.207
1989-07-01,7623.421
1989-08-01,7640.113
1989-09-01,7661.170
1989-10-01,7697.677
1989-11-01,7704.960
1989-12-01,7710.845
1990-01-01,7729.779
1990-02-01,7752.924
1990-03-01,7759.639
1990-04-01,7808.177
1990-05-01,7798.731
1990-06-01,7810.631
1990-07-01,7835.999
1990-08-01,7785.836
1990-09-01,7782.070
1990-10-01,7717.737
1990-11-01,7717.400
1990-12-01,7756.286
1991-01-01,7704.361
1991-02-01,7709.551
1991-03-01,7720.647
1991-04-01,7749.985
1991-05-01,7750.995
1991-06-01,7791.805
1991-07-01,7774.221
1991-08-01,7789.786
1991-09-01,7814.158
1991-10-01,7824.889
1991-11-01,7838.376
1991-12-01,7905.194
1992-01-01,7944.730
1992-02-01,7984.306
1992-03-01,7997.516
1992-04-01,8027.405
1992-05-01,8070.296
1992-06-01,8104.040
1992-07-01,8097.588
1992-08-01,8128.942
1992-09-01,8097.898
1992-10-01,8058.130
1992-11-01,8075.702
1992-12-01,8370.056
1993-01-01,8139.598
1993-02-01,8177.086
1993-03-01,8155.735
1993-04-01,8217.177
1993-05-01,8215.306
1993-06-01,8205.201
1993-07-01,8231.950
1993-08-01,8249.745
1993-09-01,8231.195
1993-10-01,8196.591
1993-11-01,8217.661
1993-12-01,8503.361
1994-01-01,8335.434
1994-02-01,8343.769
1994-03-01,8366.265
1994-04-01,8444.331
1994-05-01,8461.678
1994-06-01,8450.103
1994-07-01,8464.421
1994-08-01,8476.627
1994-09-01,8513.630
1994-10-01,8589.730
1994-11-01,8587.815
1994-12-01,8628.680
1995-01-01,8668.811
1995-02-01,8688.435
1995-03-01,8710.634
1995-04-01,8720.808
1995-05-01,8727.672
1995-06-01,8760.049
1995-07-01,8789.866
1995-08-01,8802.869
1995-09-01,8837.197
1995-10-01,8850.415
1995-11-01,8879.562
1995-12-01,8896.158
1996-01-01,8926.676
1996-02-01,9001.329
1996-03-01,9033.063
1996-04-01,9057.059
1996-05-01,9096.567
1996-06-01,9157.654
1996-07-01,9139.696
1996-08-01,9169.903
1996-09-01,9196.583
1996-10-01,9198.473
1996-11-01,9228.566
1996-12-01,9265.155
1997-01-01,9319.423
1997-02-01,9349.477
1997-03-01,9394.426
1997-04-01,9402.274
1997-05-01,9445.666
1997-06-01,9479.903
1997-07-01,9522.200
1997-08-01,9578.403
1997-09-01,9607.353
1997-10-01,9658.026
1997-11-01,9726.892
1997-12-01,9785.812
1998-01-01,9873.266
1998-02-01,9940.962
1998-03-01,10002.033
1998-04-01,10039.324
1998-05-01,10085.552
1998-06-01,10144.008
1998-07-01,10162.839
1998-08-01,10201.936
1998-09-01,10238.095
1998-10-01,10258.055
1998-11-01,10307.997
1998-12-01,10333.504
1999-01-01,10373.294
1999-02-01,10417.250
1999-03-01,10430.593
1999-04-01,10402.170
1999-05-01,10427.595
1999-06-01,10466.837
1999-07-01,10494.430
1999-08-01,10544.201
1999-09-01,10539.991
1999-10-01,10603.750
1999-11-01,10677.288
1999-12-01,10764.920
2000-01-01,10861.073
2000-02-01,10906.015
2000-03-01,10936.525
2000-04-01,10996.136
2000-05-01,11035.828
2000-06-01,11066.822
2000-07-01,11124.906
2000-08-01,11184.673
2000-09-01,11193.727
2000-10-01,11220.903
2000-11-01,11226.227
2000-12-01,11250.439
2001-01-01,11323.538
2001-02-01,11350.432
2001-03-01,11387.620
2001-04-01,11358.418
2001-05-01,11324.681
2001-06-01,11307.367
2001-07-01,11305.210
2001-08-01,11288.466
2001-09-01,11293.856
2001-10-01,11270.094
2001-11-01,11274.709
2001-12-01,11291.997
2002-01-01,11310.671
2002-02-01,11310.978
2002-03-01,11303.416
2002-04-01,11318.158
2002-05-01,11350.189
2002-06-01,11378.603
2002-07-01,11345.251
2002-08-01,11346.165
2002-09-01,11354.349
2002-10-01,11375.991
2002-11-01,11400.204
2002-12-01,11422.320
2003-01-01,11384.713
2003-02-01,11342.643
2003-03-01,11362.017
2003-04-01,11415.478
2003-05-01,11504.258
2003-06-01,11544.701
2003-07-01,11556.121
2003-08-01,11575.046
2003-09-01,11592.143
2003-10-01,11636.646
2003-11-01,11703.597
2003-12-01,11707.692
2004-01-01,11684.568
2004-02-01,11699.682
2004-03-01,11742.021
2004-04-01,11780.133
2004-05-01,11843.426
2004-06-01,11857.121
2004-07-01,11901.852
2004-08-01,11952.180
2004-09-01,11970.187
2004-10-01,11979.811
2004-11-01,11952.449
2004-12-01,12360.044
2005-01-01,12030.309
2005-02-01,12043.195
2005-03-01,12085.855
2005-04-01,12127.668
2005-05-01,12183.116
2005-06-01,12217.881
2005-07-01,12239.590
2005-08-01,12261.516
2005-09-01,12219.450
2005-10-01,12284.880
2005-11-01,12365.114
2005-12-01,12413.233
2006-01-01,12574.008
2006-02-01,12645.305
2006-03-01,12701.207
2006-04-01,12705.491
2006-05-01,12695.255
2006-06-01,12712.012
2006-07-01,12704.463
2006-08-01,12695.144
2006-09-01,12772.499
2006-10-01,12843.406
2006-11-01,12909.172
2006-12-01,12984.234
2007-01-01,13006.171
2007-02-01,13061.098
2007-03-01,13108.154
2007-04-01,13127.290
2007-05-01,13132.722
2007-06-01,13126.842
2007-07-01,13135.377
2007-08-01,13136.139
2007-09-01,13156.905
2007-10-01,13145.838
2007-11-01,13135.917
2007-12-01,13183.731
2008-01-01,13184.557
2008-02-01,13188.110
2008-03-01,13197.539
2008-04-01,13158.395
2008-05-01,13711.039
2008-06-01,13379.664
2008-07-01,13161.127
2008-08-01,13075.823
2008-09-01,13082.697
2008-10-01,13169.564
2008-11-01,13260.343
2008-12-01,13170.803
2009-01-01,13042.104
2009-02-01,12886.180
2009-03-01,12848.892
2009-04-01,12871.559
2009-05-01,13036.500
2009-06-01,12812.914
2009-07-01,12765.298
2009-08-01,12742.720
2009-09-01,12775.489
2009-10-01,12736.508
2009-11-01,12771.458
2009-12-01,12831.880
2010-01-01,12896.559
2010-02-01,12901.993
2010-03-01,12950.955
2010-04-01,13056.690
2010-05-01,13159.251
2010-06-01,13175.393
2010-07-01,13210.270
2010-08-01,13263.082
2010-09-01,13272.550
2010-10-01,13281.308
2010-11-01,13296.740
2010-12-01,13376.431
2011-01-01,13548.864
2011-02-01,13586.621
2011-03-01,13553.718
2011-04-01,13530.436
2011-05-01,13513.331
2011-06-01,13569.654
2011-07-01,13622.766
2011-08-01,13613.400
2011-09-01,13595.905
2011-10-01,13603.839
2011-11-01,13593.654
2011-12-01,13721.817
2012-01-01,13776.848
2012-02-01,13861.163
2012-03-01,13913.971
2012-04-01,13973.636
2012-05-01,13978.969
2012-06-01,13979.492
2012-07-01,13896.051
2012-08-01,13869.443
2012-09-01,13975.225
2012-10-01,14069.320
2012-11-01,14259.576
2012-12-01,14610.104
2013-01-01,13887.401
2013-02-01,13855.250
2013-03-01,13904.124
2013-04-01,13957.849
2013-05-01,14026.743
2013-06-01,14028.535
2013-07-01,14001.477
2013-08-01,14028.243
2013-09-01,14082.895
2013-10-01,14048.788
2013-11-01,14092.570
2013-12-01,14131.172
2014-01-01,14206.305
2014-02-01,14286.139
2014-03-01,14360.058
2014-04-01,14405.213
2014-05-01,14450.616
2014-06-01,14510.863
2014-07-01,14562.405
2014-08-01,14640.391
2014-09-01,14695.291
2014-10-01,14764.113
2014-11-01,14844.961
2014-12-01,14943.794
2015-01-01,15072.911
2015-02-01,15126.858
2015-03-01,15095.985
2015-04-01,15140.893
2015-05-01,15171.872
2015-06-01,15178.053
2015-07-01,15204.327
2015-08-01,15236.666
2015-09-01,15279.719
2015-10-01,15320.816
2015-11-01,15319.814
2015-12-01,15385.188
2016-01-01,15397.111
2016-02-01,15406.809
2016-03-01,15406.989
2016-04-01,15385.935
2016-05-01,15382.189
2016-06-01,15395.378
2016-07-01,15453.228
2016-08-01,15466.080
2016-09-01,15501.210
2016-10-01,15521.629
2016-11-01,15556.527
2016-12-01,15591.825
2017-01-01,15643.273
2017-02-01,15683.898
2017-03-01,15741.393
2017-04-01,15761.810
2017-05-01,15857.559
2017-06-01,15868.289
2017-07-01,15918.064
2017-08-01,15936.854
2017-09-01,15971.629
2017-10-01,16022.009
2017-11-01,16051.121
2017-12-01,16080.025
2018-01-01,16108.903
2018-02-01,16124.582
2018-03-01,16159.257
2018-04-01,16180.231
2018-05-01,16218.770
2018-06-01,16278.092
2018-07-01,16357.403
2018-08-01,16420.727
2018-09-01,16416.240
2018-10-01,16451.765
2018-11-01,16496.319
2018-12-01,16690.320
2019-01-01,16750.527
2019-02-01,16810.943
2019-03-01,16842.909
2019-04-01,16829.591
2019-05-01,16840.201
2019-06-01,16863.677
2019-07-01,16870.383
2019-08-01,16952.891
2019-09-01,16988.546
2019-10-01,17018.112
2019-11-01,17090.933
2019-12-01,17026.766
2020-01-01,17184.540
2020-02-01,17283.696
2020-03-01,16998.827
2020-04-01,19095.474
2020-05-01,18319.953
2020-06-01,18214.019
2020-07-01,18347.828
2020-08-01,17747.977
2020-09-01,17834.110
2020-10-01,17805.007
2020-11-01,17634.898
2020-12-01,17672.487
2021-01-01,19297.189
2021-02-01,17872.892
2021-03-01,21448.063
2021-04-01,18540.985
2021-05-01,18088.743
2021-06-01,18014.269
2021-07-01,18125.726
2021-08-01,18105.455
2021-09-01,17900.928
2021-10-01,17937.674
2021-11-01,17915.906
2021-12-01,17869.887
2022-01-01,17749.994
2022-02-01,17739.931
2022-03-01,17667.419
2022-04-01,17689.276
2022-05-01,17681.348
2022-06-01,17608.608
2022-07-01,17698.957
2022-08-01,17720.504
2022-09-01,17725.243
