observation_date,DPCERA3M086SBEA_20240501
1977-10-01,32.164
1977-11-01,32.360
1977-12-01,32.424
1978-01-01,32.077
1978-02-01,32.545
1978-03-01,32.870
1978-04-01,33.068
1978-05-01,33.200
1978-06-01,33.308
1978-07-01,33.150
1978-08-01,33.449
1978-09-01,33.395
1978-10-01,33.452
1978-11-01,33.573
1978-12-01,33.776
1979-01-01,33.654
1979-02-01,33.818
1979-03-01,33.851
1979-04-01,33.660
1979-05-01,33.755
1979-06-01,33.842
1979-07-01,33.809
1979-08-01,34.175
1979-09-01,34.259
1979-10-01,34.142
1979-11-01,34.229
1979-12-01,34.127
1980-01-01,34.401
1980-02-01,34.114
1980-03-01,33.836
1980-04-01,33.405
1980-05-01,33.242
1980-06-01,33.398
1980-07-01,33.685
1980-08-01,33.725
1980-09-01,33.732
1980-10-01,34.153
1980-11-01,34.058
1980-12-01,34.299
1981-01-01,34.308
1981-02-01,34.222
1981-03-01,34.322
1981-04-01,34.199
1981-05-01,34.215
1981-06-01,34.447
1981-07-01,34.376
1981-08-01,34.594
1981-09-01,34.367
1981-10-01,34.183
1981-11-01,34.118
1981-12-01,34.328
1982-01-01,34.267
1982-02-01,34.578
1982-03-01,34.540
1982-04-01,34.560
1982-05-01,34.664
1982-06-01,34.476
1982-07-01,34.678
1982-08-01,34.703
1982-09-01,35.015
1982-10-01,35.169
1982-11-01,35.452
1982-12-01,35.603
1983-01-01,35.639
1983-02-01,35.630
1983-03-01,36.005
1983-04-01,36.226
1983-05-01,36.441
1983-06-01,36.792
1983-07-01,37.042
1983-08-01,37.140
1983-09-01,37.240
1983-10-01,37.538
1983-11-01,37.623
1983-12-01,38.036
1984-01-01,38.277
1984-02-01,37.772
1984-03-01,38.087
1984-04-01,38.348
1984-05-01,38.564
1984-06-01,38.824
1984-07-01,38.669
1984-08-01,38.822
1984-09-01,39.103
1984-10-01,38.973
1984-11-01,39.535
1984-12-01,39.596
1985-01-01,39.951
1985-02-01,40.100
1985-03-01,40.060
1985-04-01,40.169
1985-05-01,40.630
1985-06-01,40.415
1985-07-01,40.710
1985-08-01,41.120
1985-09-01,41.685
1985-10-01,41.037
1985-11-01,41.146
1985-12-01,41.601
1986-01-01,41.643
1986-02-01,41.540
1986-03-01,41.682
1986-04-01,41.939
1986-05-01,42.191
1986-06-01,42.096
1986-07-01,42.373
1986-08-01,42.576
1986-09-01,43.509
1986-10-01,42.862
1986-11-01,42.720
1986-12-01,43.662
1987-01-01,42.566
1987-02-01,43.374
1987-03-01,43.426
1987-04-01,43.632
1987-05-01,43.658
1987-06-01,43.841
1987-07-01,44.054
1987-08-01,44.391
1987-09-01,44.182
1987-10-01,44.155
1987-11-01,44.207
1987-12-01,44.545
1988-01-01,44.927
1988-02-01,44.969
1988-03-01,45.359
1988-04-01,45.173
1988-05-01,45.466
1988-06-01,45.615
1988-07-01,45.725
1988-08-01,45.934
1988-09-01,45.806
1988-10-01,46.181
1988-11-01,46.298
1988-12-01,46.550
1989-01-01,46.633
1989-02-01,46.535
1989-03-01,46.505
1989-04-01,46.781
1989-05-01,46.726
1989-06-01,46.818
1989-07-01,46.957
1989-08-01,47.408
1989-09-01,47.319
1989-10-01,47.287
1989-11-01,47.310
1989-12-01,47.702
1990-01-01,47.940
1990-02-01,47.698
1990-03-01,47.859
1990-04-01,47.950
1990-05-01,47.916
1990-06-01,48.068
1990-07-01,48.166
1990-08-01,48.181
1990-09-01,48.158
1990-10-01,47.889
1990-11-01,47.845
1990-12-01,47.670
1991-01-01,47.241
1991-02-01,47.533
1991-03-01,48.092
1991-04-01,47.933
1991-05-01,48.055
1991-06-01,48.063
1991-07-01,48.297
1991-08-01,48.224
1991-09-01,48.247
1991-10-01,48.053
1991-11-01,48.280
1991-12-01,48.363
1992-01-01,49.068
1992-02-01,49.123
1992-03-01,49.213
1992-04-01,49.254
1992-05-01,49.509
1992-06-01,49.643
1992-07-01,49.808
1992-08-01,49.932
1992-09-01,50.257
1992-10-01,50.426
1992-11-01,50.512
1992-12-01,50.845
1993-01-01,50.772
1993-02-01,50.866
1993-03-01,50.728
1993-04-01,51.070
1993-05-01,51.248
1993-06-01,51.434
1993-07-01,51.687
1993-08-01,51.739
1993-09-01,52.036
1993-10-01,52.117
1993-11-01,52.263
1993-12-01,52.447
1994-01-01,52.590
1994-02-01,53.012
1994-03-01,53.019
1994-04-01,53.243
1994-05-01,53.147
1994-06-01,53.465
1994-07-01,53.430
1994-08-01,53.782
1994-09-01,53.862
1994-10-01,54.197
1994-11-01,54.237
1994-12-01,54.381
1995-01-01,54.379
1995-02-01,54.278
1995-03-01,54.564
1995-04-01,54.475
1995-05-01,54.869
1995-06-01,55.308
1995-07-01,55.158
1995-08-01,55.428
1995-09-01,55.558
1995-10-01,55.342
1995-11-01,55.803
1995-12-01,56.158
1996-01-01,55.905
1996-02-01,56.334
1996-03-01,56.607
1996-04-01,56.816
1996-05-01,56.890
1996-06-01,56.956
1996-07-01,57.077
1996-08-01,57.273
1996-09-01,57.346
1996-10-01,57.516
1996-11-01,57.659
1996-12-01,57.888
1997-01-01,58.162
1997-02-01,58.285
1997-03-01,58.441
1997-04-01,58.438
1997-05-01,58.474
1997-06-01,58.763
1997-07-01,59.312
1997-08-01,59.672
1997-09-01,59.684
1997-10-01,59.989
1997-11-01,60.235
1997-12-01,60.579
1998-01-01,60.525
1998-02-01,60.918
1998-03-01,61.189
1998-04-01,61.516
1998-05-01,61.961
1998-06-01,62.372
1998-07-01,62.412
1998-08-01,62.697
1998-09-01,63.163
1998-10-01,63.376
1998-11-01,63.548
1998-12-01,64.067
1999-01-01,64.013
1999-02-01,64.316
1999-03-01,64.624
1999-04-01,65.011
1999-05-01,65.311
1999-06-01,65.586
1999-07-01,65.697
1999-08-01,66.041
1999-09-01,66.372
1999-10-01,66.518
1999-11-01,66.845
1999-12-01,67.645
2000-01-01,67.481
2000-02-01,68.116
2000-03-01,68.451
2000-04-01,68.431
2000-05-01,68.688
2000-06-01,68.834
2000-07-01,68.882
2000-08-01,69.236
2000-09-01,69.808
2000-10-01,69.765
2000-11-01,69.829
2000-12-01,70.149
2001-01-01,70.164
2001-02-01,70.199
2001-03-01,70.141
2001-04-01,70.094
2001-05-01,70.394
2001-06-01,70.438
2001-07-01,70.588
2001-08-01,70.989
2001-09-01,70.084
2001-10-01,71.890
2001-11-01,71.633
2001-12-01,71.552
2002-01-01,71.667
2002-02-01,71.951
2002-03-01,71.937
2002-04-01,72.321
2002-05-01,72.041
2002-06-01,72.283
2002-07-01,72.762
2002-08-01,72.868
2002-09-01,72.531
2002-10-01,72.827
2002-11-01,73.035
2002-12-01,73.513
2003-01-01,73.503
2003-02-01,73.266
2003-03-01,73.687
2003-04-01,74.035
2003-05-01,74.273
2003-06-01,74.671
2003-07-01,75.008
2003-08-01,75.672
2003-09-01,75.452
2003-10-01,75.574
2003-11-01,76.008
2003-12-01,76.108
2004-01-01,76.355
2004-02-01,76.510
2004-03-01,76.947
2004-04-01,76.884
2004-05-01,77.289
2004-06-01,76.892
2004-07-01,77.568
2004-08-01,77.855
2004-09-01,78.358
2004-10-01,78.542
2004-11-01,78.683
2004-12-01,79.199
2005-01-01,79.033
2005-02-01,79.383
2005-03-01,79.510
2005-04-01,80.026
2005-05-01,79.917
2005-06-01,80.620
2005-07-01,81.199
2005-08-01,80.839
2005-09-01,80.521
2005-10-01,80.738
2005-11-01,80.976
2005-12-01,81.292
2006-01-01,81.714
2006-02-01,81.885
2006-03-01,82.057
2006-04-01,82.203
2006-05-01,82.341
2006-06-01,82.386
2006-07-01,82.851
2006-08-01,82.576
2006-09-01,83.088
2006-10-01,83.447
2006-11-01,83.477
2006-12-01,83.961
2007-01-01,84.127
2007-02-01,84.106
2007-03-01,84.200
2007-04-01,84.281
2007-05-01,84.405
2007-06-01,84.409
2007-07-01,84.666
2007-08-01,85.023
2007-09-01,85.095
2007-10-01,85.162
2007-11-01,85.340
2007-12-01,85.286
2008-01-01,85.272
2008-02-01,84.977
2008-03-01,85.189
2008-04-01,85.327
2008-05-01,85.486
2008-06-01,85.328
2008-07-01,84.917
2008-08-01,84.907
2008-09-01,84.343
2008-10-01,84.213
2008-11-01,83.955
2008-12-01,83.711
2009-01-01,84.092
2009-02-01,83.747
2009-03-01,83.401
2009-04-01,83.277
2009-05-01,83.353
2009-06-01,83.376
2009-07-01,83.654
2009-08-01,84.406
2009-09-01,83.627
2009-10-01,83.722
2009-11-01,83.588
2009-12-01,84.099
2010-01-01,83.945
2010-02-01,84.259
2010-03-01,84.662
2010-04-01,84.835
2010-05-01,85.046
2010-06-01,85.253
2010-07-01,85.486
2010-08-01,85.693
2010-09-01,85.774
2010-10-01,85.993
2010-11-01,86.211
2010-12-01,86.325
2011-01-01,86.422
2011-02-01,86.398
2011-03-01,86.697
2011-04-01,86.594
2011-05-01,86.494
2011-06-01,86.695
2011-07-01,86.846
2011-08-01,86.793
2011-09-01,86.936
2011-10-01,87.093
2011-11-01,86.946
2011-12-01,86.985
2012-01-01,87.321
2012-02-01,87.850
2012-03-01,87.735
2012-04-01,87.816
2012-05-01,87.822
2012-06-01,87.730
2012-07-01,87.914
2012-08-01,87.932
2012-09-01,88.056
2012-10-01,88.050
2012-11-01,88.434
2012-12-01,88.470
2013-01-01,88.864
2013-02-01,88.849
2013-03-01,88.963
2013-04-01,88.983
2013-05-01,89.237
2013-06-01,89.219
2013-07-01,89.329
2013-08-01,89.464
2013-09-01,89.733
2013-10-01,90.023
2013-11-01,90.393
2013-12-01,90.475
2014-01-01,90.176
2014-02-01,90.586
2014-03-01,91.104
2014-04-01,91.253
2014-05-01,91.451
2014-06-01,91.772
2014-07-01,91.971
2014-08-01,92.596
2014-09-01,92.623
2014-10-01,93.217
2014-11-01,93.454
2014-12-01,93.713
2015-01-01,93.936
2015-02-01,94.158
2015-03-01,94.441
2015-04-01,94.614
2015-05-01,94.899
2015-06-01,94.966
2015-07-01,95.319
2015-08-01,95.554
2015-09-01,95.610
2015-10-01,95.676
2015-11-01,95.835
2015-12-01,96.138
2016-01-01,96.299
2016-02-01,96.941
2016-03-01,96.580
2016-04-01,96.836
2016-05-01,96.995
2016-06-01,97.426
2016-07-01,97.604
2016-08-01,97.709
2016-09-01,97.970
2016-10-01,97.925
2016-11-01,98.090
2016-12-01,98.780
2017-01-01,98.839
2017-02-01,98.892
2017-03-01,99.331
2017-04-01,99.364
2017-05-01,99.427
2017-06-01,99.745
2017-07-01,99.996
2017-08-01,100.008
2017-09-01,100.555
2017-10-01,100.650
2017-11-01,101.202
2017-12-01,101.992
2018-01-01,101.886
2018-02-01,101.931
2018-03-01,102.226
2018-04-01,102.318
2018-05-01,102.633
2018-06-01,102.732
2018-07-01,102.950
2018-08-01,103.167
2018-09-01,102.983
2018-10-01,103.284
2018-11-01,103.835
2018-12-01,102.947
2019-01-01,103.204
2019-02-01,103.254
2019-03-01,103.970
2019-04-01,103.931
2019-05-01,104.330
2019-06-01,104.654
2019-07-01,105.100
2019-08-01,105.437
2019-09-01,105.561
2019-10-01,105.556
2019-11-01,106.206
2019-12-01,106.369
2020-01-01,106.728
2020-02-01,106.600
2020-03-01,99.576
2020-04-01,88.659
2020-05-01,95.993
2020-06-01,101.310
2020-07-01,102.834
2020-08-01,103.540
2020-09-01,104.986
2020-10-01,105.251
2020-11-01,104.991
2020-12-01,105.385
2021-01-01,106.697
2021-02-01,105.622
2021-03-01,110.072
2021-04-01,110.835
2021-05-01,110.526
2021-06-01,111.480
2021-07-01,111.236
2021-08-01,111.831
2021-09-01,112.105
2021-10-01,112.841
2021-11-01,113.006
2021-12-01,112.639
2022-01-01,112.644
2022-02-01,112.716
2022-03-01,113.117
2022-04-01,113.476
2022-05-01,113.313
2022-06-01,113.357
2022-07-01,113.382
2022-08-01,113.887
2022-09-01,114.191
2022-10-01,114.387
2022-11-01,113.989
2022-12-01,114.078
2023-01-01,115.251
2023-02-01,115.311
2023-03-01,115.084
2023-04-01,115.246
2023-05-01,115.400
2023-06-01,115.693
2023-07-01,116.235
2023-08-01,116.171
2023-09-01,116.594
2023-10-01,116.773
2023-11-01,117.258
2023-12-01,117.796
2024-01-01,117.425
2024-02-01,117.991
2024-03-01,118.597
